Data,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2019-06-14,21166.67,20706.62
2019-06-15,18275.0,18506.9
2019-06-16,15383.33,15882.42
2019-06-17,19525.0,19396.97
2019-06-18,20275.0,19971.27
2019-06-19,20420.83,20104.64
2019-06-20,15456.25,15869.75
2019-06-21,18427.08,17870.39
2019-06-22,17452.08,16633.69
2019-06-23,15270.83,14751.88
2019-06-24,19035.42,19077.21
2019-06-25,20197.92,20269.15
2019-06-26,20920.83,20943.27
2019-06-27,19883.33,20090.72
2019-06-28,19645.83,19526.72
2019-06-29,17775.0,17314.25
2019-06-30,15800.0,16001.05
2019-07-01,19770.83,19697.35
2019-07-02,19487.5,19567.48
2019-07-03,19666.67,19102.58
2019-07-04,19700.0,19090.56
2019-07-05,19604.17,19103.58
2019-07-06,17241.67,17229.75
2019-07-07,15227.08,14876.47
2019-07-08,18814.58,18251.23
2019-07-09,19395.83,18913.13
2019-07-10,19362.5,18930.19
2019-07-11,19408.33,19062.51
2019-07-12,19337.5,19118.47
2019-07-13,17189.58,16976.59
2019-07-14,15089.58,14857.19
2019-07-15,18827.08,18259.64
2019-07-16,19400.0,18857.39
2019-07-17,19245.83,19044.27
2019-07-18,19333.33,19175.36
2019-07-19,19508.33,19267.14
2019-07-20,17504.17,17299.03
2019-07-21,15445.83,15198.47
2019-07-22,18791.67,18602.69
2019-07-23,19583.33,19178.5
2019-07-24,19866.67,19434.61
2019-07-25,19854.17,19652.89
2019-07-26,19872.92,19376.04
2019-07-27,17635.42,17054.34
2019-07-28,15914.58,15740.59
2019-07-29,19664.58,19338.61
2019-07-30,20229.17,19595.05
2019-07-31,20029.17,19217.75
2019-08-01,19729.17,19006.39
2019-08-02,19200.0,18761.04
2019-08-03,17320.83,16637.09
2019-08-04,14975.0,14669.18
2019-08-05,18537.5,18309.63
2019-08-06,19402.08,19149.85
2019-08-07,19308.33,19442.93
2019-08-08,19725.0,19133.56
2019-08-09,19550.0,19042.68
2019-08-10,17518.75,17207.08
2019-08-11,15370.83,15219.75
2019-08-12,19000.0,18992.61
2019-08-13,19443.75,19057.83
2019-08-14,19243.75,18730.34
2019-08-15,15185.42,14943.49
2019-08-16,17491.67,16830.38
2019-08-17,16454.17,16107.53
2019-08-18,15114.58,14769.02
2019-08-19,18981.25,19048.66
2019-08-20,20037.5,19735.09
2019-08-21,19754.17,19651.12
2019-08-22,19925.0,19413.45
2019-08-23,19791.67,19348.55
2019-08-24,17314.88,17375.12
2019-08-25,16025.0,15549.94
2019-08-26,19629.17,19463.33
2019-08-27,20295.83,20281.66
2019-08-28,20650.0,20521.5
2019-08-29,20533.33,20635.95
2019-08-30,20566.67,20471.82
2019-08-31,18316.67,17988.87
2019-09-01,16475.0,15823.9
2019-09-02,19841.67,19259.71
2019-09-03,20129.17,19434.78
2019-09-04,20056.25,19400.5
2019-09-05,19862.5,19338.11
2019-09-06,19645.83,19146.52
2019-09-07,17739.58,17098.77
2019-09-08,15725.0,15044.15
2019-09-09,19456.25,18891.45
2019-09-10,19768.75,19255.67
2019-09-11,19829.17,19321.85
2019-09-12,19858.33,19407.47
2019-09-13,19529.17,19558.36
2019-09-14,17456.25,17087.56
2019-09-15,15362.5,15089.9
2019-09-16,19306.25,18788.27
2019-09-17,20000.0,19501.98
2019-09-18,19970.83,19536.56
2019-09-19,20027.08,19758.37
2019-09-20,20020.83,19863.04
2019-09-21,17637.5,17703.76
2019-09-22,15483.33,15488.41
2019-09-23,19397.92,19299.52
2019-09-24,20122.92,20092.06
2019-09-25,20508.33,20470.61
2019-09-26,20508.33,20476.62
2019-09-27,20441.67,20232.94
2019-09-28,18354.17,17909.75
2019-09-29,15250.0,16018.55
2019-09-30,20187.5,19399.36
2019-10-01,20658.33,20056.62
2019-10-02,20787.5,20490.26
2019-10-03,20691.67,20440.49
2019-10-04,20960.83,20521.99
2019-10-05,18645.83,18286.84
2019-10-06,16277.08,16317.98
2019-10-07,20370.83,20373.63
2019-10-08,21172.92,21131.22
2019-10-09,20989.58,20973.26
2019-10-10,21254.17,20754.22
2019-10-11,21029.17,20455.07
2019-10-12,18241.67,18057.77
2019-10-13,16145.83,15949.26
2019-10-14,20091.67,19595.22
2019-10-15,20581.25,20151.44
2019-10-16,20750.0,20328.53
2019-10-17,20687.5,20230.03
2019-10-18,20762.5,20169.93
2019-10-19,18533.33,17966.74
2019-10-20,16266.67,15870.54
2019-10-21,20131.25,19774.71
2019-10-22,20650.0,20401.11
2019-10-23,20706.25,20585.69
2019-10-24,20683.33,20585.99
2019-10-25,20741.67,20444.73
2019-10-26,18562.5,18103.65
2019-10-27,16704.0,16299.21
2019-10-28,20908.33,20159.07
2019-10-29,21516.67,21073.27
2019-10-30,21291.67,21184.96
2019-10-31,21354.17,20836.91
2019-11-01,16058.33,15665.11
2019-11-02,17425.0,16869.85
2019-11-03,16483.33,15965.9
2019-11-04,20491.67,20289.42
2019-11-05,21195.83,21022.08
2019-11-06,21372.92,21050.77
2019-11-07,21470.83,21081.44
2019-11-08,21254.17,21089.84
2019-11-09,18860.42,18812.3
2019-11-10,16010.42,16529.5
2019-11-11,15829.17,16606.89
2019-11-12,20164.58,20587.35
2019-11-13,21077.08,21316.91
2019-11-14,21579.17,21316.67
2019-11-15,21495.83,21243.0
2019-11-16,19085.42,18724.81
2019-11-17,16922.92,16451.0
2019-11-18,20904.17,20400.26
2019-11-19,21366.67,20960.97
2019-11-20,21537.5,21315.13
2019-11-21,21575.0,21426.98
2019-11-22,21712.5,21368.31
2019-11-23,19770.83,19239.37
2019-11-24,17933.33,17398.56
2019-11-25,21733.33,21432.05
2019-11-26,22270.83,22059.89
2019-11-27,21895.83,21842.18
2019-11-28,21954.17,21669.31
2019-11-29,22025.0,21496.59
2019-11-30,19879.17,19364.47
2019-12-01,17395.83,17338.01
2019-12-02,22037.5,21517.4
2019-12-03,22387.5,22287.76
2019-12-04,22720.83,22030.35
2019-12-05,22577.08,22083.11
2019-12-06,22650.0,22178.39
2019-12-07,20233.33,19816.15
2019-12-08,17260.42,17348.03
2019-12-09,21762.5,21316.03
2019-12-10,22393.75,22094.84
2019-12-11,22662.5,22387.13
2019-12-12,22850.0,22519.95
2019-12-13,22700.0,22142.54
2019-12-14,20475.0,19735.42
2019-12-15,17497.92,17824.88
2019-12-16,21937.5,21188.11
2019-12-17,22416.67,21637.51
2019-12-18,22179.17,21381.18
2019-12-19,22158.33,21302.85
2019-12-20,21812.5,20592.4
2019-12-21,19670.83,19001.99
2019-12-22,18241.67,17618.36
2019-12-23,20416.67,19726.82
2019-12-24,16662.5,16570.52
2019-12-25,14431.42,14407.94
2019-12-26,14908.33,14523.68
2019-12-27,17781.25,17550.95
2019-12-28,18041.67,17807.68
2019-12-29,16333.33,16809.54
2019-12-30,18670.83,18698.38
2019-12-31,17520.83,17145.64
2020-01-01,15183.33,14945.36
2020-01-02,19112.29,19202.2
2020-01-03,19533.58,20219.9
2020-01-04,18614.46,18827.38
2020-01-05,16839.58,16887.53
2020-01-06,16777.08,16990.38
2020-01-07,21047.92,21145.86
2020-01-08,22239.58,21923.04
2020-01-09,22433.33,21917.31
2020-01-10,22350.0,21656.05
2020-01-11,20114.58,19506.52
2020-01-12,17966.67,17239.91
2020-01-13,21850.0,21301.31
2020-01-14,22258.33,21870.31
2020-01-15,22166.67,21763.86
2020-01-16,22366.67,21734.95
2020-01-17,22200.0,21910.97
2020-01-18,19741.67,19616.11
2020-01-19,17970.83,17355.0
2020-01-20,21979.17,21330.02
2020-01-21,22304.17,21921.11
2020-01-22,22462.5,22193.51
2020-01-23,22562.5,22157.17
2020-01-24,22537.5,22040.78
2020-01-25,20137.5,19822.86
2020-01-26,17116.67,17933.92
2020-01-27,21691.67,21426.88
2020-01-28,22337.5,22018.22
2020-01-29,22445.83,21956.06
2020-01-30,22604.17,21918.11
2020-01-31,22387.5,21574.99
2020-02-01,19785.42,18817.95
2020-02-02,17125.0,16852.4
2020-02-03,21587.5,20935.52
2020-02-04,22312.5,21619.01
2020-02-05,22400.0,21649.86
2020-02-06,22352.08,22087.62
2020-02-07,22389.58,21682.66
2020-02-08,19800.0,19364.65
2020-02-09,16816.67,17027.82
2020-02-10,21575.0,20912.26
2020-02-11,22283.33,21697.45
2020-02-12,22112.5,21749.11
2020-02-13,22120.83,21650.89
2020-02-14,22300.0,21808.2
2020-02-15,19350.0,19084.91
2020-02-16,16737.5,16788.25
2020-02-17,21135.42,20330.58
2020-02-18,21058.21,20976.63
2020-02-19,21770.83,21185.94
2020-02-20,21789.58,21243.4
2020-02-21,21645.83,21467.32
2020-02-22,19027.08,18790.73
2020-02-23,17247.92,16854.86
2020-02-24,20566.67,20611.39
2020-02-25,21620.83,21312.36
2020-02-26,21737.5,21288.98
2020-02-27,22058.33,21484.09
2020-02-28,21925.0,21414.64
2020-02-29,19337.5,18880.16
2020-03-01,17154.17,16642.79
2020-03-02,20941.67,20763.79
2020-03-03,21650.0,21312.81
2020-03-04,21420.83,21350.4
2020-03-05,21425.0,20958.75
2020-03-06,20950.0,21309.78
2020-03-07,18881.25,18932.14
2020-03-08,16795.83,16731.93
2020-03-09,20843.75,20520.75
2020-03-10,21112.5,20913.12
2020-03-11,21287.5,20709.02
2020-03-12,21045.83,20611.03
2020-03-13,21345.83,20626.14
2020-03-14,19164.58,18308.72
2020-03-15,16450.0,16280.31
2020-03-16,19760.42,19606.78
2020-03-17,20004.17,19893.23
2020-03-18,20139.58,19502.52
2020-03-19,19900.0,19455.4
2020-03-20,19881.25,19493.14
2020-03-21,17983.33,17498.4
2020-03-22,16006.25,15955.16
2020-03-23,19320.83,19000.88
2020-03-24,19631.25,19423.56
2020-03-25,19639.58,19191.56
2020-03-26,19091.67,19081.29
2020-03-27,19333.33,18524.37
2020-03-28,16592.12,16434.78
2020-03-29,15578.26,15360.18
2020-03-30,19204.17,18461.43
2020-03-31,19566.67,19009.91
2020-04-01,19383.33,18641.12
2020-04-02,19220.83,18577.15
2020-04-03,19200.0,18380.01
2020-04-04,16491.67,16378.38
2020-04-05,15508.33,14829.91
2020-04-06,18329.17,17335.91
2020-04-07,18620.83,17514.61
2020-04-08,17970.83,17488.7
2020-04-09,17866.67,17199.56
2020-04-10,17072.92,17007.24
2020-04-11,14487.5,15205.29
2020-04-12,12079.17,12573.55
2020-04-13,12756.25,12798.13
2020-04-14,16008.33,16614.97
2020-04-15,16912.5,17961.39
2020-04-16,17327.08,17820.44
2020-04-17,17462.5,17592.29
2020-04-18,16152.08,15935.37
2020-04-19,14933.33,14554.9
2020-04-20,17633.33,17457.57
2020-04-21,18312.5,17919.51
2020-04-22,17581.25,17927.44
2020-04-23,17977.08,17840.32
2020-04-24,17491.67,17584.52
2020-04-25,16258.33,15907.08
2020-04-26,15056.25,14678.67
2020-04-27,17704.17,17355.73
2020-04-28,18170.83,17860.18
2020-04-29,18037.5,17781.33
2020-04-30,17839.83,17152.48
2020-05-01,14885.42,14437.3
2020-05-02,14585.42,14123.21
2020-05-03,13979.17,13451.67
2020-05-04,17512.62,16925.29
2020-05-05,18195.25,17878.81
2020-05-06,17853.71,18164.61
2020-05-07,17675.0,18045.22
2020-05-08,18550.0,17567.06
2020-05-09,15552.08,15605.96
2020-05-10,14162.5,14056.18
2020-05-11,17675.0,17599.82
2020-05-12,18277.08,18282.13
2020-05-13,18512.5,18335.53
2020-05-14,18583.33,18263.74
2020-05-15,18683.33,17844.73
2020-05-16,15641.67,15783.52
2020-05-17,14477.08,14136.63
2020-05-18,18125.0,17574.44
2020-05-19,18533.33,18326.66
2020-05-20,18391.67,18245.63
2020-05-21,18679.17,18058.16
2020-05-22,17736.71,17721.82
2020-05-23,15818.75,15823.4
2020-05-24,14393.75,14312.59
2020-05-25,18029.17,17817.14
2020-05-26,18375.0,18315.94
2020-05-27,18366.67,18205.42
2020-05-28,18416.67,18069.95
2020-05-29,18466.67,17569.87
2020-05-30,15795.83,15750.72
2020-05-31,14658.33,14136.9
2020-06-01,17837.5,17391.43
2020-06-02,17995.83,18145.61
2020-06-03,17979.17,18313.65
2020-06-04,18429.17,18249.03
2020-06-05,18120.83,18265.77
2020-06-06,16079.17,15942.18
2020-06-07,14100.0,14327.06
2020-06-08,17881.25,17847.05
2020-06-09,18579.17,18354.86
2020-06-10,18425.0,18255.67
2020-06-11,14337.5,14314.74
2020-06-12,16166.67,16131.61
2020-06-13,15816.67,15773.5
2020-06-14,14283.33,14040.62
2020-06-15,17837.5,17862.4
2020-06-16,18600.0,18719.58
2020-06-17,18625.0,19101.0
2020-06-18,18814.58,19168.2
2020-06-19,18935.42,18979.71
2020-06-20,16227.08,16787.2
2020-06-21,14708.33,14766.42
2020-06-22,18779.17,18366.57
2020-06-23,19045.83,18778.67
2020-06-24,19183.33,18866.47
2020-06-25,19127.08,19008.89
2020-06-26,19402.08,18825.04
2020-06-27,16864.58,16682.97
2020-06-28,14760.42,15276.25
2020-06-29,18725.0,18707.61
2020-06-30,19212.5,18622.63
2020-07-01,19400.0,18970.93
2020-07-02,19262.5,19268.66
2020-07-03,19135.42,19004.9
2020-07-04,16939.58,16481.96
2020-07-05,15075.0,14656.5
2020-07-06,18741.67,18523.94
2020-07-07,19216.67,18449.75
2020-07-08,19216.67,18477.11
2020-07-09,19041.67,18616.57
2020-07-10,19104.17,18965.4
2020-07-11,16525.0,16448.18
2020-07-12,14970.83,14240.49
2020-07-13,17951.54,17829.77
2020-07-14,18933.33,18649.34
2020-07-15,19070.83,18810.86
2020-07-16,18983.33,18739.68
2020-07-17,19008.33,18463.4
2020-07-18,16612.5,16533.63
2020-07-19,14812.5,14629.71
2020-07-20,18712.5,18398.62
2020-07-21,19029.17,18636.16
2020-07-22,18808.33,18545.63
2020-07-23,18954.17,18576.86
2020-07-24,18775.0,18638.27
2020-07-25,16612.5,16665.85
2020-07-26,14966.67,14686.16
2020-07-27,18516.67,18392.43
2020-07-28,19187.5,19203.17
2020-07-29,19037.5,19035.84
2020-07-30,18925.0,18723.93
2020-07-31,18835.42,18354.0
2020-08-01,16787.5,16450.48
2020-08-02,14856.25,14565.44
2020-08-03,18418.75,18287.56
2020-08-04,19045.83,18641.92
2020-08-05,19220.83,18484.83
2020-08-06,19275.0,18678.7
2020-08-07,19170.83,19101.53
2020-08-08,17427.08,17263.89
2020-08-09,15266.67,15486.92
2020-08-10,19283.33,19066.73
2020-08-11,19700.0,19419.82
2020-08-12,19629.17,19105.26
2020-08-13,19812.5,19226.8
2020-08-14,19120.83,18668.77
2020-08-15,15225.0,15275.51
2020-08-16,14941.67,14581.34
2020-08-17,19339.58,18739.12
2020-08-18,19647.92,19576.15
2020-08-19,19393.75,19503.91
2020-08-20,19610.42,19692.51
2020-08-21,19658.33,19786.69
2020-08-22,17429.17,17729.69
2020-08-23,15787.5,15121.91
2020-08-24,19012.5,18620.41
2020-08-25,19675.0,19098.77
2020-08-26,19883.33,19168.84
2020-08-27,19908.33,19285.67
2020-08-28,19433.33,18993.94
2020-08-29,17708.33,16908.83
2020-08-30,15637.5,15257.99
2020-08-31,19295.83,18627.21
2020-09-01,20012.5,19154.87
2020-09-02,19791.67,19261.93
2020-09-03,19741.67,18969.38
2020-09-04,19737.5,19218.65
2020-09-05,17235.42,17059.31
2020-09-06,15333.33,14853.82
2020-09-07,19216.67,18474.54
2020-09-08,19577.08,18959.76
2020-09-09,19504.17,19275.66
2020-09-10,19558.33,19241.43
2020-09-11,19750.0,19194.52
2020-09-12,17600.0,17088.15
2020-09-13,15016.67,14974.42
2020-09-14,18970.83,19204.33
2020-09-15,19733.33,19945.84
2020-09-16,20187.5,20099.22
2020-09-17,19987.5,19724.5
2020-09-18,19858.33,19405.28
2020-09-19,17420.83,17229.8
2020-09-20,15222.92,15128.91
2020-09-21,19175.0,19131.05
2020-09-22,20095.83,19976.88
2020-09-23,20125.0,20069.67
2020-09-24,20522.92,20118.57
2020-09-25,20270.83,20117.9
2020-09-26,17679.17,17936.58
2020-09-27,16083.33,15870.0
2020-09-28,19870.83,19547.57
2020-09-29,20429.17,20439.71
2020-09-30,20525.0,20245.67
2020-10-01,20733.33,20527.71
2020-10-02,20433.33,20425.67
2020-10-03,18433.33,17702.85
2020-10-04,15900.0,15808.31
2020-10-05,19608.33,19512.12
2020-10-06,20625.0,20139.19
2020-10-07,20537.5,20415.39
2020-10-08,20670.83,20498.29
2020-10-09,20579.17,20485.94
2020-10-10,18031.25,18231.03
2020-10-11,16052.08,16320.66
2020-10-12,20097.92,20399.89
2020-10-13,20950.0,21235.07
2020-10-14,21116.67,21222.54
2020-10-15,21354.17,21152.3
2020-10-16,21127.08,21171.65
2020-10-17,19054.17,18931.31
2020-10-18,16337.5,16828.8
2020-10-19,20741.67,20411.33
2020-10-20,21293.75,20787.8
2020-10-21,21166.67,20991.23
2020-10-22,21022.92,20748.52
2020-10-23,21014.58,20803.0
2020-10-24,18472.92,18579.63
2020-10-25,17004.0,16464.13
2020-10-26,20595.83,20156.21
2020-10-27,21175.0,20854.4
2020-10-28,20954.17,20865.06
2020-10-29,21320.83,21014.88
2020-10-30,20775.0,20997.58
2020-10-31,18400.0,18525.24
2020-11-01,15441.67,15982.01
2020-11-02,20437.5,20155.71
2020-11-03,21150.0,20900.25
2020-11-04,21233.33,20999.01
2020-11-05,21325.0,21076.85
2020-11-06,21262.5,21138.15
2020-11-07,18850.0,18915.72
2020-11-08,16633.33,16882.45
2020-11-09,20616.67,20649.58
2020-11-10,21433.33,21195.92
2020-11-11,17166.67,18196.8
2020-11-12,20979.17,20849.4
2020-11-13,21329.17,21133.46
2020-11-14,19383.33,18976.97
2020-11-15,17075.0,16670.32
2020-11-16,21091.67,20638.05
2020-11-17,21483.33,21197.35
2020-11-18,21647.92,21316.26
2020-11-19,21531.25,21296.14
2020-11-20,21754.17,21510.74
2020-11-21,19429.17,19572.37
2020-11-22,17702.08,17421.37
2020-11-23,21566.67,21342.34
2020-11-24,22050.0,21720.04
2020-11-25,22150.0,22001.21
2020-11-26,21850.0,22299.5
2020-11-27,22479.17,22262.75
2020-11-28,20283.33,19973.24
2020-11-29,18012.5,17956.47
2020-11-30,22104.17,21925.06
2020-12-01,22683.33,22462.69
2020-12-02,22700.0,22968.94
2020-12-03,23012.5,23025.77
2020-12-04,22712.5,22186.2
2020-12-05,19791.67,19543.2
2020-12-06,17764.58,17740.42
2020-12-07,22025.0,21737.59
2020-12-08,22866.67,22589.98
2020-12-09,23112.5,22856.67
2020-12-10,23362.5,23077.27
2020-12-11,23125.0,22733.03
2020-12-12,20087.5,20419.2
2020-12-13,18425.0,18390.01
2020-12-14,22337.5,21993.09
2020-12-15,23158.33,22521.13
2020-12-16,23033.33,22500.92
2020-12-17,22833.33,22310.55
2020-12-18,22591.67,22146.66
2020-12-19,20262.5,20108.34
2020-12-20,18566.67,18369.09
2020-12-21,22316.67,21868.26
2020-12-22,22833.33,22037.5
2020-12-23,21725.0,21374.9
2020-12-24,16868.75,17148.49
2020-12-25,14533.33,15021.59
2020-12-26,14862.5,15279.72
2020-12-27,16335.42,15949.09
2020-12-28,19133.33,19396.94
2020-12-29,19872.92,19501.85
2020-12-30,19970.83,19480.7
2020-12-31,18418.96,17788.44
2021-01-01,15312.5,15699.23
2021-01-02,17883.33,17213.78
2021-01-03,17697.92,16664.53
2021-01-04,20811.46,20494.57
2021-01-05,20558.33,21394.91
2021-01-06,17831.25,18302.23
2021-01-07,21000.0,21491.66
2021-01-08,21861.46,22018.12
2021-01-09,20192.71,19973.79
2021-01-10,18391.67,17933.63
2021-01-11,21900.0,21913.86
2021-01-12,22520.83,22621.13
2021-01-13,22715.62,22629.16
2021-01-14,23175.38,22859.43
2021-01-15,22966.67,23185.04
2021-01-16,20407.21,20917.31
2021-01-17,19203.67,19424.96
2021-01-18,23897.92,23660.32
2021-01-19,23851.71,23658.03
2021-01-20,23022.12,22793.36
2021-01-21,22857.12,22051.57
2021-01-22,22996.25,21778.58
2021-01-23,20243.04,19674.69
2021-01-24,18388.29,17847.42
2021-01-25,22198.71,21905.0
2021-01-26,22800.04,22542.73
2021-01-27,23030.33,22686.71
2021-01-28,23147.38,22554.51
2021-01-29,23204.5,22596.73
2021-01-30,20559.96,20373.79
2021-01-31,18785.42,18688.68
