Data,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2017-03-16,20737.5,20278.16
2017-03-17,20645.83,20127.24
2017-03-18,18720.83,18282.19
2017-03-19,16662.5,16461.22
2017-03-20,20154.17,19813.71
2017-03-21,20577.08,20076.74
2017-03-22,20545.83,20374.86
2017-03-23,20445.83,20314.92
2017-03-24,20404.17,20096.92
2017-03-25,18304.17,17975.55
2017-03-26,16356.52,16192.97
2017-03-27,19747.92,19258.95
2017-03-28,20122.92,19667.73
2017-03-29,20233.33,19681.84
2017-03-30,20116.67,19887.34
2017-03-31,19850.0,19269.98
2017-04-01,17741.67,17202.39
2017-04-02,15900.0,15429.04
2017-04-03,19154.17,19016.19
2017-04-04,19645.83,19633.32
2017-04-05,19595.83,19742.8
2017-04-06,20225.0,19841.98
2017-04-07,20445.83,19953.59
2017-04-08,17766.67,17958.09
2017-04-09,15925.0,15947.3
2017-04-10,19395.83,19092.1
2017-04-11,20033.33,19751.61
2017-04-12,20085.42,20205.88
2017-04-13,20183.33,20069.35
2017-04-14,20033.33,19340.99
2017-04-15,16566.67,16170.08
2017-04-16,13931.25,13627.07
2017-04-17,13966.67,13838.97
2017-04-18,19287.5,18942.72
2017-04-19,20320.83,20043.17
2017-04-20,20295.83,20293.74
2017-04-21,20422.92,20157.4
2017-04-22,18300.0,18118.95
2017-04-23,15697.92,16164.12
2017-04-24,19120.83,19432.14
2017-04-25,19810.42,19819.38
2017-04-26,19737.5,20359.64
2017-04-27,20333.33,20447.74
2017-04-28,20600.0,20402.76
2017-04-29,17695.83,17992.49
2017-04-30,15518.75,15637.57
2017-05-01,14810.42,14888.33
2017-05-02,16525.92,16361.86
2017-05-03,14991.0,15181.3
2017-05-04,19098.08,18644.66
2017-05-05,19329.79,19066.92
2017-05-06,17575.0,17498.52
2017-05-07,15466.67,15511.98
2017-05-08,18987.5,18931.88
2017-05-09,20079.17,19606.22
2017-05-10,20233.33,19685.54
2017-05-11,19589.58,19484.57
2017-05-12,19331.25,19296.5
2017-05-13,17554.17,17462.45
2017-05-14,15095.83,15335.28
2017-05-15,18472.75,18671.23
2017-05-16,19341.67,19144.56
2017-05-17,19341.67,19142.83
2017-05-18,19379.17,19101.21
2017-05-19,19404.17,19040.21
2017-05-20,17412.5,17096.4
2017-05-21,15285.42,14970.37
2017-05-22,18825.0,18391.87
2017-05-23,19395.83,19045.74
2017-05-24,19568.75,19016.26
2017-05-25,19337.5,19108.43
2017-05-26,19379.17,18939.33
2017-05-27,17341.67,17063.08
2017-05-28,15081.25,15083.19
2017-05-29,18710.42,18676.47
2017-05-30,19512.5,19378.15
2017-05-31,19460.42,19100.64
2017-06-01,19312.5,18738.52
2017-06-02,19370.83,18805.15
2017-06-03,17291.67,16956.02
2017-06-04,15089.58,14824.97
2017-06-05,18716.67,18317.72
2017-06-06,19164.58,18985.21
2017-06-07,19252.08,18828.44
2017-06-08,19179.17,18899.87
2017-06-09,19393.75,19042.28
2017-06-10,17175.0,17200.36
2017-06-11,15200.0,15132.68
2017-06-12,18775.0,18477.89
2017-06-13,19162.5,18769.77
2017-06-14,19237.5,18793.39
2017-06-15,14987.5,14965.83
2017-06-16,16712.5,16980.67
2017-06-17,16729.17,16263.63
2017-06-18,14987.5,14982.65
2017-06-19,18725.0,18731.17
2017-06-20,19443.75,19529.49
2017-06-21,19266.67,19211.45
2017-06-22,19366.67,19325.68
2017-06-23,19691.67,19239.24
2017-06-24,17301.67,17243.27
2017-06-25,15416.67,15444.52
2017-06-26,18856.25,18779.24
2017-06-27,19979.17,19405.43
2017-06-28,20079.17,19727.02
2017-06-29,20179.17,19628.78
2017-06-30,20045.83,19221.63
2017-07-01,17608.33,16990.15
2017-07-02,15445.83,15153.85
2017-07-03,18754.17,18154.45
2017-07-04,19633.33,18700.19
2017-07-05,19125.0,19067.66
2017-07-06,19045.83,19099.58
2017-07-07,19629.17,19009.64
2017-07-08,17112.5,17282.54
2017-07-09,15395.83,15345.99
2017-07-10,18912.5,18856.13
2017-07-11,19404.17,19450.07
2017-07-12,19743.75,19466.57
2017-07-13,19362.5,19030.92
2017-07-14,19227.08,18866.7
2017-07-15,17358.33,16914.59
2017-07-16,15483.33,15060.4
2017-07-17,18512.5,18270.74
2017-07-18,19397.92,18966.81
2017-07-19,19700.0,19323.18
2017-07-20,19820.83,19494.71
2017-07-21,19816.67,19463.31
2017-07-22,17804.17,17452.39
2017-07-23,15737.5,15555.52
2017-07-24,19281.25,18698.13
2017-07-25,19250.0,18964.66
2017-07-26,19245.83,18787.88
2017-07-27,19208.33,18872.66
2017-07-28,19075.0,18815.65
2017-07-29,17508.33,16755.35
2017-07-30,15820.83,15421.03
2017-07-31,19400.0,19030.69
2017-08-01,20066.67,19790.16
2017-08-02,20010.42,19697.54
2017-08-03,19897.92,19692.63
2017-08-04,19885.42,19394.67
2017-08-05,17541.67,17282.27
2017-08-06,15679.17,15254.7
2017-08-07,19083.33,18278.61
2017-08-08,19637.5,18693.61
2017-08-09,19729.17,19286.99
2017-08-10,19845.83,19529.31
2017-08-11,19785.42,19640.64
2017-08-12,17302.08,16892.7
2017-08-13,15372.92,14884.79
2017-08-14,17345.83,16817.95
2017-08-15,15091.67,14679.09
2017-08-16,18731.67,18494.79
2017-08-17,19595.83,19251.21
2017-08-18,19754.17,19658.21
2017-08-19,17541.67,17544.04
2017-08-20,15350.0,15264.46
2017-08-21,18629.17,18271.8
2017-08-22,19470.83,18965.36
2017-08-23,19470.83,19113.52
2017-08-24,19525.0,19335.19
2017-08-25,19720.83,19389.35
2017-08-26,17595.83,17556.05
2017-08-27,15900.0,15596.65
2017-08-28,19104.17,18848.13
2017-08-29,19670.83,19391.49
2017-08-30,19829.17,19669.21
2017-08-31,20058.33,19913.42
2017-09-01,20058.33,19740.86
2017-09-02,17991.67,17332.89
2017-09-03,16004.17,15561.01
2017-09-04,19477.08,18732.51
2017-09-05,19850.0,19542.66
2017-09-06,19829.17,19662.01
2017-09-07,19837.5,19586.0
2017-09-08,19800.0,19357.87
2017-09-09,17766.67,17435.75
2017-09-10,15991.67,15679.58
2017-09-11,19329.17,19213.22
2017-09-12,20054.17,19624.97
2017-09-13,20058.33,19285.14
2017-09-14,19929.17,19603.17
2017-09-15,20000.0,19518.41
2017-09-16,17758.33,17739.08
2017-09-17,15983.33,16010.36
2017-09-18,19666.67,19102.12
2017-09-19,20147.92,19802.73
2017-09-20,20162.5,20183.36
2017-09-21,20262.5,20151.96
2017-09-22,20322.92,20277.01
2017-09-23,18129.17,18357.35
2017-09-24,16154.17,16287.64
2017-09-25,19916.67,19661.87
2017-09-26,20391.67,20215.25
2017-09-27,20383.33,20030.45
2017-09-28,20204.17,20036.26
2017-09-29,20500.0,19896.7
2017-09-30,18102.08,17936.52
2017-10-01,16154.17,16051.62
2017-10-02,19981.25,19373.83
2017-10-03,20650.0,20341.75
2017-10-04,20660.42,20176.63
2017-10-05,20668.75,20201.17
2017-10-06,20895.83,19805.15
2017-10-07,18460.42,18238.55
2017-10-08,16554.17,16497.67
2017-10-09,20412.5,20006.66
2017-10-10,20833.33,20692.3
2017-10-11,20941.67,20775.74
2017-10-12,20841.67,20551.44
2017-10-13,20791.67,20450.13
2017-10-14,18337.5,18470.2
2017-10-15,16633.33,16427.86
2017-10-16,19906.25,19807.64
2017-10-17,20491.67,20342.64
2017-10-18,20462.5,20519.3
2017-10-19,20602.08,20418.97
2017-10-20,20804.17,20420.05
2017-10-21,18843.75,18488.97
2017-10-22,17018.75,16622.5
2017-10-23,20695.83,20276.24
2017-10-24,21258.33,20868.5
2017-10-25,21320.83,20979.31
2017-10-26,21241.67,20726.72
2017-10-27,21391.67,20856.64
2017-10-28,19216.67,18756.4
2017-10-29,17164.0,16630.62
2017-10-30,20512.5,20442.26
2017-10-31,20762.5,20767.21
2017-11-01,15712.5,15924.96
2017-11-02,20212.5,19912.96
2017-11-03,21241.67,20878.88
2017-11-04,19154.17,18916.81
2017-11-05,17108.33,16942.99
2017-11-06,21070.83,20580.41
2017-11-07,21512.5,21342.74
2017-11-08,21500.0,21545.34
2017-11-09,21708.33,21608.27
2017-11-10,21904.17,21102.73
2017-11-11,17833.33,17657.42
2017-11-12,17718.75,16938.05
2017-11-13,21341.67,20943.93
2017-11-14,21962.5,21558.86
2017-11-15,21879.17,21639.57
2017-11-16,22100.0,21687.5
2017-11-17,22068.75,21599.95
2017-11-18,19837.5,19451.65
2017-11-19,17483.33,17441.08
2017-11-20,21658.33,21399.68
2017-11-21,22233.33,22051.66
2017-11-22,21984.17,21994.24
2017-11-23,22118.75,21611.58
2017-11-24,21979.17,21642.51
2017-11-25,19750.0,19459.45
2017-11-26,17679.17,17564.6
2017-11-27,21681.25,21353.15
2017-11-28,22256.25,21995.41
2017-11-29,22416.67,22261.38
2017-11-30,22537.5,22367.87
2017-12-01,22616.67,21958.31
2017-12-02,20241.67,20091.15
2017-12-03,18450.0,18096.53
2017-12-04,21983.33,21415.12
2017-12-05,22504.17,22029.22
2017-12-06,22379.17,22083.14
2017-12-07,22204.17,22116.6
2017-12-08,22416.67,22156.96
2017-12-09,20450.0,20090.76
2017-12-10,18533.33,18025.99
2017-12-11,22058.33,21579.01
2017-12-12,22620.83,21785.91
2017-12-13,22597.92,21944.59
2017-12-14,22641.67,22093.66
2017-12-15,22620.83,22180.85
2017-12-16,20525.0,20079.41
2017-12-17,18583.33,18290.13
2017-12-18,22322.92,22046.85
2017-12-19,22787.5,22727.75
2017-12-20,22862.5,22663.25
2017-12-21,22858.33,22285.76
2017-12-22,22479.17,21454.16
2017-12-23,20012.5,19147.19
2017-12-24,16022.62,15900.3
2017-12-25,14795.83,14665.03
2017-12-26,14650.0,14891.3
2017-12-27,19360.42,18355.35
2017-12-28,20420.83,19266.31
2017-12-29,19729.17,19375.05
2017-12-30,18608.33,18098.62
2017-12-31,17020.83,16287.24
2018-01-01,15433.33,15160.08
2018-01-02,19952.08,19363.89
2018-01-03,21825.0,20946.41
2018-01-04,21635.42,21110.09
2018-01-05,21658.33,21081.45
2018-01-06,18391.67,17489.96
2018-01-07,17791.67,17259.58
2018-01-08,21845.83,21454.88
2018-01-09,22458.33,22008.9
2018-01-10,22683.33,22058.27
2018-01-11,22354.17,22134.83
2018-01-12,22360.42,22179.53
2018-01-13,19979.17,20050.75
2018-01-14,18262.5,18256.87
2018-01-15,22002.08,22070.66
2018-01-16,22641.67,22625.29
2018-01-17,22808.33,22291.91
2018-01-18,22616.67,22149.09
2018-01-19,22512.5,22229.1
2018-01-20,20308.33,20027.04
2018-01-21,18158.33,18261.58
2018-01-22,21987.5,21895.9
2018-01-23,23233.33,22599.78
2018-01-24,22712.5,22190.07
2018-01-25,22712.5,21818.2
2018-01-26,22712.5,21923.01
2018-01-27,19879.17,19731.15
2018-01-28,18070.83,17592.17
2018-01-29,21760.42,20918.69
2018-01-30,22177.08,21590.0
2018-01-31,22216.67,21628.81
2018-02-01,22283.33,21690.93
2018-02-02,22204.17,21610.21
2018-02-03,19875.0,19534.37
2018-02-04,18104.17,17815.68
2018-02-05,21883.33,21729.99
2018-02-06,22845.83,22486.21
2018-02-07,22900.0,22534.2
2018-02-08,22791.67,22553.4
2018-02-09,22800.0,22488.04
2018-02-10,20141.67,20299.05
2018-02-11,18237.5,17996.0
2018-02-12,22108.33,21503.99
2018-02-13,22658.33,21972.41
2018-02-14,22402.08,22166.8
2018-02-15,22193.75,22258.39
2018-02-16,22418.75,22011.27
2018-02-17,20087.5,19855.58
2018-02-18,18041.67,17989.28
2018-02-19,21725.0,21573.03
2018-02-20,22291.67,22071.93
2018-02-21,22608.33,22222.68
2018-02-22,22631.25,22386.27
2018-02-23,22854.17,22501.15
2018-02-24,20727.08,20467.99
2018-02-25,18785.42,18926.21
2018-02-26,22716.67,22699.99
2018-02-27,23552.08,23446.56
2018-02-28,23614.58,23494.2
2018-03-01,23725.0,23502.73
2018-03-02,23662.5,23322.73
2018-03-03,21433.33,21002.6
2018-03-04,18597.92,18790.73
2018-03-05,22239.58,21859.35
2018-03-06,22637.5,22097.79
2018-03-07,22400.0,22012.85
2018-03-08,22191.67,21582.76
2018-03-09,22133.33,21482.79
2018-03-10,19608.33,19350.9
2018-03-11,17350.0,16729.24
2018-03-12,20945.83,20171.21
2018-03-13,21554.17,20641.99
2018-03-14,21108.33,21134.6
2018-03-15,21525.0,21395.58
2018-03-16,22012.5,21682.61
2018-03-17,20433.33,19895.59
2018-03-18,17960.42,17867.76
2018-03-19,21741.67,21662.67
2018-03-20,22020.83,22101.3
2018-03-21,22097.92,21922.11
2018-03-22,22145.83,21741.25
2018-03-23,22210.42,21897.55
2018-03-24,19606.25,19486.94
2018-03-25,17584.78,17228.93
2018-03-26,21000.0,20932.3
2018-03-27,21675.0,21662.5
2018-03-28,21722.92,21517.31
2018-03-29,21839.58,21666.42
2018-03-30,20795.83,20123.04
2018-03-31,16970.83,17047.0
2018-04-01,14256.25,14363.61
2018-04-02,14666.67,14465.47
2018-04-03,19466.67,19189.22
2018-04-04,20568.75,20052.25
2018-04-05,20481.25,19987.52
2018-04-06,20493.75,20097.92
2018-04-07,18470.83,17997.78
2018-04-08,16235.42,15573.35
2018-04-09,19029.04,19125.4
2018-04-10,20091.67,19566.41
2018-04-11,20166.67,19563.7
2018-04-12,20033.33,19574.36
2018-04-13,20018.75,19578.73
2018-04-14,17991.67,17518.93
2018-04-15,15758.33,15271.18
2018-04-16,19389.58,19268.11
2018-04-17,20029.17,19723.93
2018-04-18,20008.33,19557.39
2018-04-19,19945.83,19643.35
2018-04-20,19952.08,19559.64
2018-04-21,17562.5,17530.38
2018-04-22,15412.5,15151.36
2018-04-23,19479.17,18913.13
2018-04-24,20150.0,19444.43
2018-04-25,19858.33,19540.32
2018-04-26,19920.83,19641.38
2018-04-27,19883.33,19447.93
2018-04-28,17481.25,17614.88
2018-04-29,15583.33,15547.96
2018-04-30,16937.5,17645.58
2018-05-01,15452.08,15245.05
2018-05-02,17095.83,16539.29
2018-05-03,15183.33,14901.88
2018-05-04,16991.67,16932.53
2018-05-05,16762.5,16347.69
2018-05-06,15508.33,14977.06
2018-05-07,18850.0,18452.25
2018-05-08,19295.83,19302.21
2018-05-09,19375.0,19447.13
2018-05-10,19691.67,19608.0
2018-05-11,19662.5,19720.19
2018-05-12,17691.67,17607.06
2018-05-13,15345.83,14986.04
2018-05-14,19012.5,18466.66
2018-05-15,19770.83,19042.97
2018-05-16,19470.83,19394.32
2018-05-17,19412.5,19675.26
2018-05-18,19470.83,19486.21
2018-05-19,17547.92,17250.47
2018-05-20,15150.0,14638.29
2018-05-21,18866.67,18429.82
2018-05-22,19481.25,19275.55
2018-05-23,19691.67,19443.56
2018-05-24,19708.33,19492.23
2018-05-25,19737.5,19505.06
2018-05-26,17854.17,17651.73
2018-05-27,15595.83,15772.54
2018-05-28,19475.0,19448.98
2018-05-29,20204.17,19946.79
2018-05-30,20308.33,19958.84
2018-05-31,15483.33,15997.55
2018-06-01,17579.17,18186.13
2018-06-02,17137.5,17420.77
2018-06-03,15564.58,15861.01
2018-06-04,19679.17,19565.07
2018-06-05,20093.67,19902.85
2018-06-06,19891.67,19500.39
2018-06-07,20041.67,19597.19
2018-06-08,20125.0,20059.33
2018-06-09,18077.08,18091.71
2018-06-10,15872.92,15791.2
2018-06-11,20006.25,19513.71
2018-06-12,20300.0,19756.08
2018-06-13,19941.67,19641.71
2018-06-14,20179.17,19675.14
2018-06-15,20016.67,19754.02
2018-06-16,18050.0,17858.95
2018-06-17,15975.0,15593.59
2018-06-18,19920.83,19371.91
2018-06-19,20095.83,19793.22
2018-06-20,20143.75,19970.6
2018-06-21,20387.5,20069.78
2018-06-22,19939.58,19002.57
2018-06-23,17483.33,17046.71
2018-06-24,15785.42,15207.74
2018-06-25,19250.0,18615.17
2018-06-26,19754.17,19322.26
2018-06-27,19779.17,19600.83
2018-06-28,20000.0,19868.61
2018-06-29,20237.5,19698.54
2018-06-30,17383.33,17216.66
2018-07-01,15708.33,15252.27
2018-07-02,18937.5,18428.08
2018-07-03,19866.67,19238.33
2018-07-04,20325.0,19621.32
2018-07-05,20291.67,19920.65
2018-07-06,19920.83,19786.89
2018-07-07,17929.17,17581.99
2018-07-08,15729.17,15438.26
2018-07-09,19516.67,19200.55
2018-07-10,19862.5,19843.72
2018-07-11,20016.67,19899.95
2018-07-12,20058.33,19670.09
2018-07-13,20054.17,19537.96
2018-07-14,17562.5,17534.4
2018-07-15,15568.75,15314.74
2018-07-16,19291.67,18781.55
2018-07-17,20079.17,19603.98
2018-07-18,19820.83,19716.94
2018-07-19,20000.0,19601.04
2018-07-20,20008.33,19604.31
2018-07-21,17866.67,17549.02
2018-07-22,15695.83,15470.78
2018-07-23,19500.0,19047.92
2018-07-24,20091.67,19626.26
2018-07-25,20018.75,19751.53
2018-07-26,20039.58,19952.95
2018-07-27,20072.92,20010.25
2018-07-28,18025.0,18021.63
2018-07-29,15879.17,16145.62
2018-07-30,19858.33,19415.38
2018-07-31,20560.42,20218.78
2018-08-01,20635.42,20231.96
2018-08-02,20560.42,20442.68
2018-08-03,20404.17,20245.05
2018-08-04,18254.17,17972.33
2018-08-05,16283.33,15947.36
2018-08-06,19622.92,18797.2
2018-08-07,20375.0,19644.05
2018-08-08,20454.17,19988.81
2018-08-09,20558.33,20302.34
2018-08-10,20325.0,20035.27
2018-08-11,17508.33,17491.57
2018-08-12,15935.42,15155.0
2018-08-13,19560.42,18909.74
2018-08-14,20158.33,19399.6
2018-08-15,15691.67,15815.56
2018-08-16,19170.83,18742.6
2018-08-17,19843.75,19391.93
2018-08-18,17733.33,17728.61
2018-08-19,15802.08,15621.09
2018-08-20,19287.5,19489.34
2018-08-21,20027.08,19944.98
2018-08-22,20164.58,19920.37
2018-08-23,20385.42,20210.71
2018-08-24,20491.67,20303.93
2018-08-25,17900.0,17782.66
2018-08-26,15679.17,15632.75
2018-08-27,19289.58,18732.43
2018-08-28,19989.58,19554.63
2018-08-29,20170.83,19749.95
2018-08-30,20162.5,19821.04
2018-08-31,20079.17,19796.61
2018-09-01,17839.58,17689.89
2018-09-02,16147.92,15892.42
2018-09-03,19612.5,19337.51
2018-09-04,20156.25,20013.18
2018-09-05,20185.42,20038.51
2018-09-06,20154.17,20059.03
2018-09-07,20183.33,20108.65
2018-09-08,18145.83,17862.07
2018-09-09,16379.17,15660.01
2018-09-10,19660.42,19367.86
2018-09-11,20283.33,20009.28
2018-09-12,20358.33,20196.06
2018-09-13,20302.08,20159.55
2018-09-14,20139.58,20118.13
2018-09-15,17991.67,17772.71
2018-09-16,15966.67,15570.29
2018-09-17,19791.67,19365.49
2018-09-18,20458.33,20159.13
2018-09-19,20510.42,20341.3
2018-09-20,20625.0,20434.83
2018-09-21,20762.5,20224.73
2018-09-22,18229.17,17772.06
2018-09-23,16137.5,15629.29
2018-09-24,19804.17,19132.85
2018-09-25,20404.17,19925.94
2018-09-26,20414.58,19881.26
2018-09-27,20510.42,20198.99
2018-09-28,20508.33,20072.79
2018-09-29,18331.25,18097.93
2018-09-30,16275.0,16157.04
2018-10-01,19981.25,19641.6
2018-10-02,20629.17,20550.99
2018-10-03,20687.5,20522.08
2018-10-04,20687.5,20561.97
2018-10-05,20541.67,20345.04
2018-10-06,18562.5,18121.6
2018-10-07,16416.67,16287.99
2018-10-08,20112.5,19926.09
2018-10-09,20770.83,20518.15
2018-10-10,20737.5,20426.6
2018-10-11,20691.67,20287.28
2018-10-12,20516.67,20235.35
2018-10-13,18400.0,18049.34
2018-10-14,16537.5,15741.88
2018-10-15,20112.5,19473.1
2018-10-16,20660.42,20284.73
2018-10-17,20675.0,20329.4
2018-10-18,20693.75,20494.96
2018-10-19,20727.08,20672.9
2018-10-20,18583.33,18492.39
2018-10-21,16545.83,16318.9
2018-10-22,20418.75,20166.03
2018-10-23,21108.33,20908.69
2018-10-24,21314.58,20807.95
2018-10-25,21510.42,21125.62
2018-10-26,21329.17,20939.19
2018-10-27,19212.5,18763.41
2018-10-28,17108.0,17052.54
2018-10-29,20950.0,20727.11
2018-10-30,20889.58,20528.01
2018-10-31,20675.0,20270.66
2018-11-01,15541.67,15459.43
2018-11-02,18370.83,18092.9
2018-11-03,18304.17,17951.88
2018-11-04,16641.67,16554.47
2018-11-05,20529.17,20137.41
2018-11-06,21141.67,20626.51
2018-11-07,21187.5,20847.26
2018-11-08,21204.17,21079.47
2018-11-09,21250.0,21278.07
2018-11-10,19037.5,18983.89
2018-11-11,16645.83,16110.32
2018-11-12,18068.75,17335.8
2018-11-13,20691.67,20627.22
2018-11-14,21439.58,21396.38
2018-11-15,21514.58,21474.25
2018-11-16,21793.75,21591.73
2018-11-17,19966.67,19710.84
2018-11-18,17864.58,17652.37
2018-11-19,21802.08,21498.27
2018-11-20,22300.0,22263.97
2018-11-21,22520.83,22578.92
2018-11-22,22491.67,22849.24
2018-11-23,22450.0,22837.41
2018-11-24,20037.5,20456.35
2018-11-25,18137.5,18125.06
2018-11-26,22275.0,22080.0
2018-11-27,23020.83,22749.0
2018-11-28,22987.5,22787.34
2018-11-29,23104.17,22909.86
2018-11-30,23291.67,22878.16
2018-12-01,20787.5,20776.71
2018-12-02,18391.67,18465.62
2018-12-03,22087.5,21909.96
2018-12-04,22739.58,21888.62
2018-12-05,22891.67,22315.03
2018-12-06,22850.0,22740.23
2018-12-07,22912.5,22487.14
2018-12-08,20787.5,19920.21
2018-12-09,18387.5,17722.42
2018-12-10,22158.33,21734.42
2018-12-11,22783.33,22550.51
2018-12-12,23091.67,22735.06
2018-12-13,23210.42,22974.82
2018-12-14,23275.0,23059.01
2018-12-15,20762.5,20846.13
2018-12-16,19000.0,18911.92
2018-12-17,22808.33,22663.54
2018-12-18,23279.17,22808.2
2018-12-19,23416.67,22784.32
2018-12-20,23252.08,22758.68
2018-12-21,22683.33,21857.52
2018-12-22,20145.83,19652.26
2018-12-23,18214.58,18313.23
2018-12-24,17058.33,17091.92
2018-12-25,15081.25,15037.17
2018-12-26,15247.92,15201.62
2018-12-27,18677.08,18639.69
2018-12-28,19400.0,19116.61
2018-12-29,18554.17,18229.51
2018-12-30,16962.5,16873.27
2018-12-31,17062.5,17202.65
2019-01-01,15062.5,14977.9
2019-01-02,20080.42,20062.28
2019-01-03,22258.33,21603.22
2019-01-04,22183.33,21957.43
2019-01-05,20020.83,19896.67
2019-01-06,18666.67,17902.41
2019-01-07,22508.33,22015.6
2019-01-08,22768.75,22613.16
2019-01-09,22862.5,22599.62
2019-01-10,23008.33,22920.3
2019-01-11,22875.0,22802.59
2019-01-12,20675.0,20205.7
2019-01-13,18579.17,17951.72
2019-01-14,22414.58,21663.95
2019-01-15,22945.83,22317.22
2019-01-16,22244.79,22110.64
2019-01-17,22739.58,21929.71
2019-01-18,22756.25,22248.43
2019-01-19,20383.33,20231.68
2019-01-20,18420.83,18287.95
2019-01-21,22379.17,22582.69
2019-01-22,23037.5,23093.36
2019-01-23,23404.17,23151.16
2019-01-24,23462.5,23285.71
2019-01-25,23629.17,23276.43
2019-01-26,20975.0,20781.22
2019-01-27,18800.0,18568.64
2019-01-28,22512.5,21975.49
2019-01-29,23037.5,22404.75
2019-01-30,22816.67,22377.82
2019-01-31,22800.0,22432.77
2019-02-01,22633.33,22194.74
2019-02-02,20254.17,19560.2
2019-02-03,18075.0,17579.71
2019-02-04,22135.42,21622.26
2019-02-05,22679.17,22188.54
2019-02-06,22600.0,22185.66
2019-02-07,22541.67,22034.43
2019-02-08,22479.17,21820.24
2019-02-09,19858.33,19545.37
2019-02-10,17720.83,17236.0
2019-02-11,22033.33,21187.09
2019-02-12,22445.83,21885.78
2019-02-13,22620.83,21987.18
2019-02-14,22504.17,21651.02
2019-02-15,22016.67,21449.07
2019-02-16,19720.83,19009.98
2019-02-17,17354.17,16873.53
2019-02-18,21362.5,20550.39
2019-02-19,21950.0,21020.9
2019-02-20,21747.92,21285.68
2019-02-21,22087.5,21500.31
2019-02-22,22495.83,21624.59
2019-02-23,20408.33,19599.57
2019-02-24,17964.58,17569.1
2019-02-25,21233.33,20893.82
2019-02-26,21675.0,21355.28
2019-02-27,21937.5,21248.91
2019-02-28,21783.33,20865.39
2019-03-01,21299.75,21488.34
2019-03-02,19462.5,19259.71
2019-03-03,17320.83,17047.71
2019-03-04,21204.17,20345.51
2019-03-05,21604.17,21005.2
2019-03-06,21445.83,20947.9
2019-03-07,21420.83,20922.9
2019-03-08,21341.67,20680.38
2019-03-09,19187.5,18730.34
2019-03-10,17025.0,16735.53
2019-03-11,21229.17,20479.94
2019-03-12,21541.67,21245.09
2019-03-13,21695.83,21372.06
2019-03-14,21795.83,21276.7
2019-03-15,21850.0,21191.08
2019-03-16,19112.5,18898.21
2019-03-17,16985.42,16316.75
2019-03-18,20604.17,20270.11
2019-03-19,21287.5,20977.93
2019-03-20,21139.58,20828.52
2019-03-21,21154.17,20923.93
2019-03-22,21014.58,20845.96
2019-03-23,18760.42,18246.53
2019-03-24,16727.08,16007.9
2019-03-25,20781.25,20059.37
2019-03-26,21300.0,20890.39
2019-03-27,21256.25,20695.15
2019-03-28,21433.33,20725.71
2019-03-29,20606.25,20469.74
2019-03-30,18531.25,18017.59
2019-03-31,16430.43,16130.65
2019-04-01,19958.33,19570.11
2019-04-02,20689.58,20019.58
2019-04-03,20508.33,20017.64
2019-04-04,20470.83,19922.21
2019-04-05,20404.17,19705.2
2019-04-06,18077.08,17590.43
2019-04-07,15970.83,15470.06
2019-04-08,19604.17,19205.48
2019-04-09,20316.67,19831.34
2019-04-10,20650.0,20284.91
2019-04-11,20325.0,20546.87
2019-04-12,20829.17,20586.76
2019-04-13,18460.42,18579.26
2019-04-14,16504.17,16332.63
2019-04-15,19947.92,19856.64
2019-04-16,20141.67,20321.77
2019-04-17,20608.33,20384.8
2019-04-18,20087.5,20212.76
2019-04-19,19441.67,19410.42
2019-04-20,16335.42,15935.98
2019-04-21,13547.92,13155.38
2019-04-22,13229.17,13324.99
2019-04-23,18620.83,18070.6
2019-04-24,19113.67,19570.08
2019-04-25,19895.83,19826.23
2019-04-26,20014.58,19690.11
2019-04-27,17891.67,17712.22
2019-04-28,15929.17,15797.1
2019-04-29,19616.67,18824.78
2019-04-30,19370.83,18891.96
2019-05-01,15704.17,15597.75
2019-05-02,16545.67,16286.52
2019-05-03,15947.92,14873.41
2019-05-04,15891.67,15697.07
2019-05-05,15058.33,14983.18
2019-05-06,19066.67,19055.27
2019-05-07,20006.25,19611.49
2019-05-08,19989.58,19723.01
2019-05-09,20218.75,19969.79
2019-05-10,19991.67,19842.35
2019-05-11,17795.83,17675.8
2019-05-12,15262.5,15452.88
2019-05-13,19181.38,19393.82
2019-05-14,20241.67,20129.72
2019-05-15,20450.0,20441.28
2019-05-16,20379.17,20228.53
2019-05-17,20358.33,19873.3
2019-05-18,17629.17,17396.79
2019-05-19,15645.83,15067.2
2019-05-20,18993.75,18959.55
2019-05-21,19806.25,19604.65
2019-05-22,20266.67,19687.38
2019-05-23,20083.33,19694.34
2019-05-24,19708.33,19553.61
2019-05-25,17600.0,17153.41
2019-05-26,15583.33,15145.99
2019-05-27,19433.33,18906.43
2019-05-28,19966.67,19609.43
2019-05-29,19783.33,19449.03
2019-05-30,19866.67,19533.49
2019-05-31,19754.17,19309.48
2019-06-01,17495.83,17038.06
2019-06-02,15029.17,15054.76
2019-06-03,19316.67,19002.65
2019-06-04,19962.5,19798.34
2019-06-05,20162.5,20012.95
2019-06-06,20250.0,19930.45
2019-06-07,20200.0,19942.83
2019-06-08,17858.33,17513.93
2019-06-09,15604.17,14910.63
2019-06-10,19845.83,19363.04
2019-06-11,20412.5,20696.29
2019-06-12,20650.0,20916.7
2019-06-13,20900.0,20798.6
