Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2020-11-11,3.9,35.44,0.97,7.42,17166.67,18196.8
2020-11-12,4.13,35.67,1.12,7.54,20979.17,20849.4
2020-11-13,5.02,35.2,1.16,7.0,21329.17,21133.46
2020-11-14,5.9,36.21,1.43,7.27,19383.33,18976.97
2020-11-15,6.71,35.62,1.48,4.59,17075.0,16670.32
2020-11-16,5.86,35.59,1.65,6.06,21091.67,20638.05
2020-11-17,7.04,35.78,1.21,6.78,21483.33,21197.35
2020-11-18,6.85,35.55,1.44,4.9,21647.92,21316.26
2020-11-19,6.79,32.88,2.97,4.95,21531.25,21296.14
2020-11-20,2.64,32.84,2.2,5.01,21754.17,21510.74
2020-11-21,-0.63,34.96,1.59,4.67,19429.17,19572.37
2020-11-22,2.44,29.77,2.68,5.43,17702.08,17421.37
2020-11-23,3.83,33.73,2.56,7.05,21566.67,21342.34
2020-11-24,3.32,34.01,1.97,4.54,22050.0,21720.04
2020-11-25,0.51,34.65,1.55,2.89,22150.0,22001.21
2020-11-26,-0.93,36.33,1.62,5.03,21850.0,22299.5
2020-11-27,1.45,37.06,1.42,7.25,22479.17,22262.75
2020-11-28,1.0,36.74,1.32,7.38,20283.33,19973.24
2020-11-29,-0.18,37.5,0.85,7.67,18012.5,17956.47
2020-11-30,-1.2,36.24,1.1,7.15,22104.17,21925.06
2020-12-01,-2.11,34.31,1.42,4.06,22683.33,22462.69
2020-12-02,-4.41,33.05,1.51,4.7,22700.0,22968.94
2020-12-03,-2.27,34.59,2.0,5.96,23012.5,23025.77
2020-12-04,2.8,33.27,3.01,6.09,22712.5,22186.2
2020-12-05,6.52,32.41,3.15,5.38,19791.67,19543.2
2020-12-06,5.72,33.25,3.75,5.42,17764.58,17740.42
2020-12-07,2.45,31.82,3.4,6.03,22025.0,21737.59
2020-12-08,0.1,34.49,2.61,6.04,22866.67,22589.98
2020-12-09,-1.49,35.08,2.49,6.19,23112.5,22856.67
2020-12-10,-1.48,36.78,1.9,7.8,23362.5,23077.27
2020-12-11,0.01,37.69,1.23,7.04,23125.0,22733.03
2020-12-12,0.39,37.6,1.85,6.76,20087.5,20419.2
2020-12-13,-0.09,38.02,0.82,7.58,18425.0,18390.01
2020-12-14,0.28,37.74,0.98,6.96,22337.5,21993.09
2020-12-15,0.18,36.39,1.68,5.63,23158.33,22521.13
2020-12-16,1.7,36.44,1.11,6.76,23033.33,22500.92
2020-12-17,2.28,36.49,1.33,6.47,22833.33,22310.55
2020-12-18,2.56,37.03,1.29,6.83,22591.67,22146.66
2020-12-19,0.8,37.49,1.38,5.84,20262.5,20108.34
2020-12-20,-0.05,37.29,1.55,6.16,18566.67,18369.09
2020-12-21,0.46,36.27,1.28,6.57,22316.67,21868.26
2020-12-22,2.6,36.04,2.51,7.63,22833.33,22037.5
2020-12-23,4.66,36.16,1.33,7.33,21725.0,21374.9
2020-12-24,5.43,36.12,2.03,7.24,16868.75,17148.49
2020-12-25,2.24,35.36,1.77,7.63,14533.33,15021.59
2020-12-26,-0.66,33.32,2.03,6.24,14862.5,15279.72
2020-12-27,-2.15,31.81,2.69,3.38,16335.42,15949.09
2020-12-28,2.74,33.57,3.4,6.87,19133.33,19396.94
2020-12-29,4.83,32.6,3.07,6.0,19872.92,19501.85
2020-12-30,2.75,36.37,1.19,6.56,19970.83,19480.7
2020-12-31,0.98,37.92,0.9,6.86,18418.96,17788.44
2021-01-01,-0.77,39.43,1.14,6.1,15312.5,15699.23
2021-01-02,0.62,38.04,1.45,6.41,17883.33,17213.78
2021-01-03,1.37,38.39,2.05,7.08,17697.92,16664.53
2021-01-04,1.62,39.92,1.48,6.74,20811.46,20494.57
2021-01-05,1.58,40.62,1.83,7.92,20558.33,21394.91
2021-01-06,0.88,39.6,1.38,7.07,17831.25,18302.23
2021-01-07,0.08,39.5,1.36,7.52,21000.0,21491.66
2021-01-08,-0.74,38.76,1.14,6.72,21861.46,22018.12
2021-01-09,-1.12,38.74,1.5,7.2,20192.71,19973.79
2021-01-10,-1.92,38.03,0.99,6.15,18391.67,17933.63
2021-01-11,-3.23,36.57,1.39,4.35,21900.0,21913.86
2021-01-12,-2.76,35.73,2.22,5.6,22520.83,22621.13
2021-01-13,-1.13,38.73,2.04,7.72,22715.62,22629.16
2021-01-14,-2.42,38.55,1.55,7.68,23175.38,22859.43
2021-01-15,-5.82,35.35,1.82,6.98,22966.67,23185.04
2021-01-16,-7.46,35.86,2.19,7.54,20407.21,20917.31
2021-01-17,-11.41,32.56,1.08,5.62,19203.67,19424.96
2021-01-18,-14.09,33.21,0.96,4.7,23897.92,23660.32
2021-01-19,-6.96,36.27,2.0,7.52,23851.71,23658.03
2021-01-20,-0.01,37.5,2.25,6.61,23022.12,22793.36
2021-01-21,2.37,34.38,2.53,4.15,22857.12,22051.57
2021-01-22,4.53,33.68,2.75,5.72,22996.25,21778.58
2021-01-23,4.29,36.55,2.54,6.95,20243.04,19674.69
2021-01-24,1.88,39.47,1.31,7.04,18388.29,17847.42
2021-01-25,-0.34,39.3,1.73,7.72,22198.71,21905.0
2021-01-26,-1.08,37.65,2.61,7.11,22800.04,22542.73
2021-01-27,-1.76,36.98,2.13,7.32,23030.33,22686.71
2021-01-28,-2.48,36.07,1.82,6.02,23147.38,22554.51
2021-01-29,-2.28,36.48,1.61,6.69,23204.5,22596.73
2021-01-30,-2.37,36.05,1.81,7.43,20559.96,20373.79
2021-01-31,-6.11,33.0,1.22,3.81,18785.42,18688.68
