"249180010","PSZCZYNA","2013","08","01",26.3,"",14.0,"",20.6,"",11.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","02",31.3,"",13.0,"",22.1,"",10.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","03",33.8,"",13.5,"",23.9,"",11.9,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","04",30.5,"",14.7,"",23.0,"",12.4,"",2.2,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","05",30.5,"",15.4,"",23.1,"",14.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","06",33.5,"",15.4,"",24.6,"",12.9,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","07",34.4,"",18.4,"",25.7,"",15.8,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","08",37.6,"",18.5,"",27.1,"",16.6,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","09",30.0,"",19.3,"",22.7,"",17.7,"",12.8,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","10",20.1,"",12.0,"",16.1,"",13.5,"",.4,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","11",24.9,"",10.5,"",17.2,"",8.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","12",24.9,"",13.6,"",18.3,"",12.4,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","13",23.3,"",14.1,"",18.2,"",11.9,"",1.6,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","14",21.4,"",10.9,"",16.0,"",10.8,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","15",22.4,"",7.0,"",14.5,"",5.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","16",24.5,"",7.8,"",16.0,"",4.9,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","17",27.4,"",9.0,"",18.9,"",6.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","18",31.9,"",11.0,"",21.3,"",8.9,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","19",30.0,"",13.5,"",21.5,"",11.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","20",24.4,"",14.3,"",17.5,"",14.0,"",8.0,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","21",18.8,"",11.5,"",14.9,"",9.8,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","22",20.9,"",6.8,"",14.5,"",6.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","23",21.9,"",7.8,"",15.4,"",6.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","24",22.3,"",10.2,"",16.2,"",7.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","25",23.4,"",8.5,"",16.4,"",5.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","26",21.4,"",12.5,"",16.0,"",11.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","27",18.3,"",10.3,"",14.3,"",9.0,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","28",20.9,"",9.7,"",15.6,"",8.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","29",20.9,"",10.4,"",14.7,"",11.5,"",1.6,"","W",0,"9"
"249180010","PSZCZYNA","2013","08","30",22.7,"",8.0,"",14.5,"",5.5,"",.0,"9","",0,"9"
"249180010","PSZCZYNA","2013","08","31",24.4,"",8.4,"",15.6,"",7.0,"",.5,"","W",0,"9"
"249180130","CIESZYN","2013","08","01",27.7,"",15.0,"",21.4,"",10.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","02",32.0,"",14.7,"",22.8,"",11.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","03",34.2,"",16.0,"",23.8,"",13.2,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","04",31.7,"",17.0,"",24.0,"",14.5,"",5.5,"","W",0,"9"
"249180130","CIESZYN","2013","08","05",30.0,"",16.5,"",23.0,"",14.6,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","06",34.0,"",16.0,"",24.5,"",13.6,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","07",35.0,"",20.3,"",26.5,"",18.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","08",38.0,"",20.5,"",28.9,"",17.6,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","09",29.2,"",17.5,"",22.5,"",16.5,"",13.0,"","W",0,"9"
"249180130","CIESZYN","2013","08","10",22.0,"",13.5,"",16.4,"",10.5,"",2.4,"","W",0,"9"
"249180130","CIESZYN","2013","08","11",25.6,"",10.3,"",17.1,"",8.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","12",25.4,"",14.6,"",19.2,"",12.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","13",23.4,"",17.1,"",19.6,"",12.6,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","14",22.0,"",14.0,"",16.9,"",11.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","15",23.5,"",11.1,"",16.0,"",5.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","16",25.9,"",7.6,"",16.2,"",5.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","17",29.0,"",10.1,"",19.6,"",7.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","18",31.9,"",12.9,"",21.6,"",9.5,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","19",30.4,"",16.0,"",22.1,"",12.2,"",.6,"","W",0,"9"
"249180130","CIESZYN","2013","08","20",22.0,"",16.0,"",17.8,"",15.1,"",11.6,"","W",0,"9"
"249180130","CIESZYN","2013","08","21",18.3,"",14.6,"",15.6,"",9.5,"",.7,"","W",0,"9"
"249180130","CIESZYN","2013","08","22",22.5,"",8.3,"",14.7,"",6.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","23",23.1,"",9.1,"",15.6,"",6.4,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","24",22.8,"",11.8,"",15.9,"",8.9,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","25",25.0,"",9.4,"",15.7,"",5.0,"",2.4,"","W",0,"9"
"249180130","CIESZYN","2013","08","26",21.5,"",12.6,"",15.8,"",11.5,"",.0,"","W",0,"9"
"249180130","CIESZYN","2013","08","27",19.3,"",13.3,"",15.3,"",10.2,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","28",20.5,"",11.9,"",15.7,"",9.4,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","29",20.5,"",13.1,"",15.5,"",9.4,"",4.3,"","W",0,"9"
"249180130","CIESZYN","2013","08","30",23.5,"",10.4,"",15.8,"",8.0,"",.0,"9","",0,"9"
"249180130","CIESZYN","2013","08","31",25.1,"",10.3,"",16.2,"",6.0,"",9.1,"","W",0,"9"
"249180160","BRENNA","2013","08","01",25.1,"",14.3,"",19.9,"",11.1,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","02",30.0,"",14.5,"",22.6,"",12.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","03",31.9,"",16.6,"",24.1,"",14.4,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","04",29.8,"",16.4,"",23.4,"",13.9,"",6.2,"","W",0,"9"
"249180160","BRENNA","2013","08","05",28.6,"",15.6,"",22.0,"",13.8,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","06",32.7,"",16.7,"",25.0,"",14.6,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","07",34.8,"",20.7,"",26.7,"",16.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","08",36.7,"",20.5,"",28.7,"",17.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","09",28.8,"",18.4,"",22.5,"",16.2,"",29.2,"","W",0,"9"
"249180160","BRENNA","2013","08","10",21.1,"",13.0,"",15.9,"",12.8,"",2.2,"","W",0,"9"
"249180160","BRENNA","2013","08","11",23.7,"",10.0,"",17.0,"",9.0,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","12",24.2,"",13.0,"",17.8,"",11.0,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","13",22.8,"",16.4,"",19.1,"",14.0,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","14",20.4,"",12.0,"",15.2,"",10.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","15",21.3,"",7.5,"",14.1,"",5.6,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","16",23.8,"",8.5,"",16.3,"",6.2,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","17",27.6,"",11.6,"",19.6,"",9.8,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","18",30.9,"",14.5,"",22.0,"",12.7,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","19",30.0,"",14.5,"",22.1,"",12.0,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","20",22.4,"",14.9,"",17.2,"",13.9,"",15.6,"","W",0,"9"
"249180160","BRENNA","2013","08","21",17.6,"",12.5,"",14.5,"",10.5,"",1.9,"","W",0,"9"
"249180160","BRENNA","2013","08","22",20.8,"",8.5,"",14.1,"",6.1,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","23",21.8,"",8.9,"",15.5,"",6.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","24",21.0,"",10.1,"",15.3,"",7.3,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","25",22.9,"",8.5,"",16.2,"",5.2,"",1.1,"","W",0,"9"
"249180160","BRENNA","2013","08","26",19.5,"",12.4,"",15.4,"",11.5,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","27",17.8,"",11.0,"",14.0,"",10.5,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","28",20.8,"",11.5,"",15.5,"",9.0,"",.2,"","W",0,"9"
"249180160","BRENNA","2013","08","29",19.6,"",11.0,"",14.2,"",10.3,"",11.3,"","W",0,"9"
"249180160","BRENNA","2013","08","30",21.5,"",9.0,"",14.3,"",8.9,"",.0,"9","",0,"9"
"249180160","BRENNA","2013","08","31",23.9,"",10.0,"",16.2,"",8.4,"",4.8,"","W",0,"9"
"249180230","WIS£A","2013","08","01",26.2,"",13.2,"",19.3,"",12.7,"",.0,"9","",0,"9"
"249180230","WIS£A","2013","08","02",30.6,"",10.4,"",20.0,"",10.5,"",.0,"9","",0,"9"
"249180230","WIS£A","2013","08","03",33.3,"",12.1,"",21.9,"",12.0,"",.0,"9","",0,"9"
