,0,1,2,3,4,5,6,7,8,9
0,4.4587307,3.9639156,3.8440046,-4.055698,-3.7428653,-4.2071915,4.8124933,-4.7759604,3.9103653,-4.405641
1,1.5320615,1.7555382,1.2536546,-1.1422993,-1.8141506,-1.8211983,1.3050914,-2.1487327,1.4264634,-2.1490514
2,9.129268,9.455741,9.357881,-8.75933,-9.443963,-9.947209,9.836127,-9.668696,9.327498,-8.795629
3,9.820024,10.7323675,10.171556,-9.951854,-10.4985075,-10.452271,10.520364,-10.368776,10.459866,-9.687837
4,7.41069,6.7238097,6.9918404,-6.16355,-7.398721,-7.2914925,6.758325,-6.7745085,7.1102114,-6.7694216
