Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20161001;1;16000;15850,788
20161001;2;15300;15244,463
20161001;3;14900;14878,525
20161001;4;14800;14835,063
20161001;5;14900;14769,400
20161001;6;15100;14856,700
20161001;7;15900;15584,875
20161001;8;17500;16654,488
20161001;9;18600;17904,813
20161001;10;19100;18710,513
20161001;11;19200;19042,075
20161001;12;19200;19169,738
20161001;13;19000;19024,875
20161001;14;18900;18826,388
20161001;15;18300;18280,063
20161001;16;17900;17865,838
20161001;17;17600;17700,713
20161001;18;17700;17647,000
20161001;19;19800;18549,063
20161001;20;19800;19588,588
20161001;21;19100;18932,150
20161001;22;17800;17562,263
20161001;23;16600;16367,775
20161001;24;15400;15255,513
20161002;1;14300;14209,588
20161002;2;13600;13595,938
20161002;3;13400;13299,475
20161002;4;13200;13149,050
20161002;5;13200;13148,750
20161002;6;13400;13313,738
20161002;7;13400;13503,150
20161002;8;14400;13870,975
20161002;9;15600;14950,938
20161002;10;16400;15982,563
20161002;11;16600;16544,125
20161002;12;16600;16675,850
20161002;13;16700;16525,525
20161002;14;16500;16559,725
20161002;15;16200;16309,563
20161002;16;15800;15911,463
20161002;17;15700;15807,625
20161002;18;16100;16115,138
20161002;19;18300;17430,550
20161002;20;18800;18509,738
20161002;21;18000;18061,413
20161002;22;17000;17070,225
20161002;23;16000;15934,025
20161002;24;14700;14786,113
20161003;1;13850;14058,763
20161003;2;13400;13683,875
20161003;3;13250;13602,050
20161003;4;13450;13529,725
20161003;5;14100;13903,025
20161003;6;15700;14856,475
20161003;7;18650;17783,000
20161003;8;20200;19933,300
20161003;9;20950;21138,188
20161003;10;21100;21613,713
20161003;11;21250;21547,713
20161003;12;21250;21869,113
20161003;13;21400;21951,850
20161003;14;21400;21981,100
20161003;15;20850;21571,513
20161003;16;20600;21300,513
20161003;17;20300;20939,713
20161003;18;20300;20925,200
20161003;19;22600;21735,213
20161003;20;22800;22408,488
20161003;21;21900;21581,075
20161003;22;20200;20025,438
20161003;23;18400;18328,438
20161003;24;17000;17007,425
20161004;1;16200;16035,525
20161004;2;15600;15493,875
20161004;3;15300;15061,913
20161004;4;15400;15176,138
20161004;5;16000;15299,425
20161004;6;17200;15916,863
20161004;7;19750;18269,888
20161004;8;20900;20034,800
20161004;9;21500;21016,575
20161004;10;21600;21291,063
20161004;11;21700;21131,238
20161004;12;21750;21246,000
20161004;13;21800;-
20161004;14;21900;-
20161004;15;21400;-
20161004;16;21000;-
20161004;17;20650;-
20161004;18;21050;-
20161004;19;23000;-
20161004;20;23100;-
20161004;21;22150;-
20161004;22;20400;-
20161004;23;18900;-
20161004;24;17400;-
20161005;1;16450;16176,888
20161005;2;15800;15562,425
20161005;3;15500;15287,825
20161005;4;15550;15366,638
20161005;5;16050;15633,425
20161005;6;17250;16308,850
20161005;7;20050;18623,088
20161005;8;21350;20532,588
20161005;9;22050;21618,300
20161005;10;22150;21985,963
20161005;11;22300;21942,725
20161005;12;22400;22122,288
20161005;13;22450;22317,975
20161005;14;22550;22306,288
20161005;15;22050;21989,313
20161005;16;21600;21746,388
20161005;17;21250;21524,438
20161005;18;21900;21585,175
20161005;19;23300;22312,663
20161005;20;23300;22836,613
20161005;21;22350;22069,313
20161005;22;20600;20612,200
20161005;23;18950;18848,025
20161005;24;17450;17581,425
20161006;1;16500;16544,700
20161006;2;15850;15940,850
20161006;3;15500;15674,400
20161006;4;15600;15706,488
20161006;5;16000;15911,838
20161006;6;17450;16567,025
20161006;7;19950;18862,013
20161006;8;21050;20720,325
20161006;9;21750;21844,463
20161006;10;21950;22133,163
20161006;11;22000;22001,825
20161006;12;22050;22312,613
20161006;13;22050;22336,588
20161006;14;22200;22303,938
20161006;15;21700;21794,188
20161006;16;21200;21617,725
20161006;17;21000;21266,475
20161006;18;21500;21185,063
20161006;19;23100;22237,538
20161006;20;23100;23017,050
20161006;21;22050;22398,475
20161006;22;20550;20901,188
20161006;23;18950;19143,563
20161006;24;17450;17785,463
20161007;1;16500;16663,250
20161007;2;15900;16159,875
20161007;3;15600;15887,650
20161007;4;15700;15819,300
20161007;5;16100;16164,100
20161007;6;17500;17007,775
20161007;7;20000;19399,913
20161007;8;21200;21075,738
20161007;9;22050;21875,675
20161007;10;22100;22080,925
20161007;11;22150;21993,013
20161007;12;22200;22093,588
20161007;13;22250;22045,325
20161007;14;22400;22046,250
20161007;15;21900;21575,225
20161007;16;21400;21303,625
20161007;17;21200;21003,213
20161007;18;21650;21029,113
20161007;19;23200;22032,800
20161007;20;23150;22722,950
20161007;21;22350;22022,163
20161007;22;20800;20429,300
20161007;23;19200;18864,075
20161007;24;17700;17561,163
20161008;1;16400;16551,113
20161008;2;15800;15913,750
20161008;3;15400;15459,738
20161008;4;15350;15379,075
20161008;5;15450;15484,450
20161008;6;15700;15568,163
20161008;7;16600;16386,425
20161008;8;18000;17254,625
20161008;9;19050;18504,025
20161008;10;19800;19394,913
20161008;11;20100;19692,550
20161008;12;20150;19866,738
20161008;13;20000;19781,688
20161008;14;19800;19564,338
20161008;15;19200;18956,138
20161008;16;18900;18623,050
20161008;17;18900;18486,750
20161008;18;19100;18681,975
20161008;19;20600;19663,688
20161008;20;20500;19983,738
20161008;21;19600;19392,325
20161008;22;18300;18171,913
20161008;23;17100;17106,975
20161008;24;16000;15990,188
20161009;1;14950;14937,725
20161009;2;14350;14190,700
20161009;3;14000;13782,175
20161009;4;13800;13538,150
20161009;5;13900;13577,313
20161009;6;14000;13772,313
20161009;7;14200;14104,050
20161009;8;14800;14378,338
20161009;9;16000;15357,425
20161009;10;16800;16297,975
20161009;11;17100;16818,500
20161009;12;17250;17103,838
20161009;13;17300;17144,563
20161009;14;17250;17186,825
20161009;15;16800;16813,538
20161009;16;16500;16461,150
20161009;17;16500;16329,225
20161009;18;17200;16661,063
20161009;19;19200;18113,000
20161009;20;19300;18827,925
20161009;21;18700;18401,975
20161009;22;17600;17329,525
20161009;23;16700;16585,800
20161009;24;15400;15530,275
20161010;1;14700;14633,500
20161010;2;14300;14225,925
20161010;3;14100;14069,688
20161010;4;14300;14116,113
20161010;5;14900;14416,188
20161010;6;16700;15546,675
20161010;7;19800;18527,325
20161010;8;21100;20463,750
20161010;9;22000;21548,125
20161010;10;22200;21853,375
20161010;11;22300;21870,375
20161010;12;22400;22103,788
20161010;13;22500;22137,063
20161010;14;22600;22211,388
20161010;15;22300;21751,125
20161010;16;21900;21531,525
20161010;17;21600;21223,725
20161010;18;22300;21422,738
20161010;19;23400;22503,850
20161010;20;23300;23066,663
20161010;21;22500;22388,738
20161010;22;21000;20833,425
20161010;23;19300;19187,063
20161010;24;17800;17754,950
20161011;1;16800;16649,025
20161011;2;16200;16056,513
20161011;3;15900;15720,975
20161011;4;15900;15816,700
20161011;5;16400;15999,275
20161011;6;17500;16760,200
20161011;7;20300;19229,825
20161011;8;21500;21003,963
20161011;9;22300;21894,100
20161011;10;22400;22199,188
20161011;11;22600;22107,550
20161011;12;22700;22357,013
20161011;13;22800;22483,088
20161011;14;22800;22504,725
20161011;15;22400;22226,850
20161011;16;22000;21924,650
20161011;17;21800;21792,213
20161011;18;22200;21971,350
20161011;19;23300;22801,338
20161011;20;23300;23027,863
20161011;21;22500;22411,600
20161011;22;21100;20871,000
20161011;23;19400;19307,500
20161011;24;17900;17876,188
20161012;1;16800;16763,850
20161012;2;16200;16202,775
20161012;3;15900;15820,400
20161012;4;15900;15769,700
20161012;5;16300;16089,625
20161012;6;17500;16843,800
20161012;7;20300;19211,138
20161012;8;21500;21050,713
20161012;9;22300;22011,200
20161012;10;22400;22498,413
20161012;11;22600;22621,413
20161012;12;22700;22920,425
20161012;13;22800;22960,000
20161012;14;22800;22966,200
20161012;15;22400;22563,788
20161012;16;22000;22213,838
20161012;17;21800;22015,188
20161012;18;22100;22153,263
20161012;19;23300;23022,363
20161012;20;23300;23228,588
20161012;21;22500;22600,400
20161012;22;21100;21027,200
20161012;23;19300;19331,725
20161012;24;17900;17962,600
20161013;1;16800;16906,600
20161013;2;16200;16325,800
20161013;3;15900;16000,775
20161013;4;15900;16058,313
20161013;5;16400;16288,063
20161013;6;17500;17022,725
20161013;7;20300;19595,675
20161013;8;21500;21321,250
20161013;9;22300;22275,625
20161013;10;22300;22623,938
20161013;11;22500;22396,975
20161013;12;22600;22725,225
20161013;13;22600;22712,325
20161013;14;22600;22645,338
20161013;15;22300;22262,313
20161013;16;21900;21870,638
20161013;17;21700;21578,800
20161013;18;22100;21642,138
20161013;19;23300;22871,800
20161013;20;23300;23370,738
20161013;21;22500;22680,663
20161013;22;21100;21169,813
20161013;23;19400;19373,175
20161013;24;17900;18054,675
20161014;1;17090;16931,650
20161014;2;16517;16352,838
20161014;3;16235;16025,975
20161014;4;16229;16066,025
20161014;5;16492;16251,438
20161014;6;17399;16984,688
20161014;7;19639;19132,763
20161014;8;21290;20697,725
20161014;9;22199;21739,338
20161014;10;22530;22098,300
20161014;11;22481;21932,275
20161014;12;22760;22048,013
20161014;13;22795;21933,138
20161014;14;22669;21852,063
20161014;15;22220;21293,338
20161014;16;21862;20928,238
20161014;17;21681;20747,675
20161014;18;21948;21065,013
20161014;19;23011;22478,138
20161014;20;23302;22845,850
