Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20160701;1;16500;16949,375
20160701;2;15900;15941,250
20160701;3;15400;15531,100
20160701;4;15300;15343,300
20160701;5;14800;14844,350
20160701;6;15800;15084,575
20160701;7;18800;17165,500
20160701;8;20400;19317,213
20160701;9;21200;20630,138
20160701;10;21500;21209,063
20160701;11;21900;21421,375
20160701;12;22100;21914,450
20160701;13;22400;21977,288
20160701;14;22300;21995,725
20160701;15;21900;21517,925
20160701;16;21600;21312,963
20160701;17;21200;20905,775
20160701;18;20900;20636,663
20160701;19;20500;20243,663
20160701;20;20400;20269,588
20160701;21;20200;20121,975
20160701;22;20300;19946,313
20160701;23;19600;19269,663
20160701;24;18000;17777,050
20160702;1;16700;16465,763
20160702;2;15800;15562,013
20160702;3;15400;15073,875
20160702;4;15100;14759,750
20160702;5;14500;14155,850
20160702;6;14500;14057,288
20160702;7;16200;15182,988
20160702;8;17800;16851,925
20160702;9;18800;18228,225
20160702;10;19500;19139,425
20160702;11;19900;19519,575
20160702;12;19900;19568,413
20160702;13;19800;19535,425
20160702;14;19700;19316,000
20160702;15;18900;18757,713
20160702;16;18400;18390,450
20160702;17;18100;18053,025
20160702;18;17800;17954,513
20160702;19;17700;17805,700
20160702;20;17600;17735,725
20160702;21;17300;17635,963
20160702;22;17500;17613,325
20160702;23;17200;17050,813
20160702;24;15900;15848,625
20160703;1;14900;14672,713
20160703;2;14100;13864,075
20160703;3;13700;13461,525
20160703;4;13500;13182,438
20160703;5;12800;12460,113
20160703;6;12700;12251,825
20160703;7;13600;12705,900
20160703;8;14800;13558,188
20160703;9;15900;14480,875
20160703;10;16600;15404,525
20160703;11;17100;16095,038
20160703;12;17300;16276,088
20160703;13;17200;16340,813
20160703;14;17200;16300,838
20160703;15;16700;15857,250
20160703;16;16500;15625,538
20160703;17;16300;15352,438
20160703;18;16200;15387,125
20160703;19;16500;15529,075
20160703;20;16600;15719,600
20160703;21;16600;15768,000
20160703;22;17200;16180,275
20160703;23;17100;16110,175
20160703;24;15600;14890,400
20160704;1;14250;13751,650
20160704;2;13750;13131,150
20160704;3;13450;12950,588
20160704;4;13250;12983,363
20160704;5;13150;12635,200
20160704;6;14700;13169,025
20160704;7;17950;15834,725
20160704;8;19850;18092,950
20160704;9;20850;19408,563
20160704;10;21200;20012,138
20160704;11;21500;20102,300
20160704;12;21700;20368,638
20160704;13;21900;20433,675
20160704;14;21900;20452,038
20160704;15;21500;19966,950
20160704;16;21200;19748,188
20160704;17;20750;19465,250
20160704;18;20400;19215,363
20160704;19;20200;18957,913
20160704;20;20100;19217,388
20160704;21;20000;19255,475
20160704;22;20200;19291,200
20160704;23;19150;18583,100
20160704;24;17550;17036,375
20160705;1;16100;15817,800
20160705;2;15500;15100,175
20160705;3;15100;14690,488
20160705;4;15100;14631,113
20160705;5;14600;14199,650
20160705;6;15500;14494,438
20160705;7;18500;16715,525
20160705;8;20200;18858,525
20160705;9;20900;19969,625
20160705;10;21200;20405,338
20160705;11;21500;20595,400
20160705;12;21700;21055,938
20160705;13;21800;21109,200
20160705;14;21800;21167,975
20160705;15;21400;20816,713
20160705;16;21200;20563,538
20160705;17;20800;20188,350
20160705;18;20500;19846,275
20160705;19;20200;19598,350
20160705;20;20200;19619,475
20160705;21;20100;19653,325
20160705;22;20300;19511,050
20160705;23;19500;18383,650
20160705;24;17700;17053,538
20160706;1;16000;15749,450
20160706;2;15200;15155,513
20160706;3;14750;14946,050
20160706;4;14750;14796,838
20160706;5;14250;14360,538
20160706;6;15000;14529,488
20160706;7;17700;16492,213
20160706;8;19300;18466,963
20160706;9;20200;19447,113
20160706;10;20500;19940,988
20160706;11;20900;20082,175
20160706;12;21000;20439,763
20160706;13;21100;20550,375
20160706;14;21200;20368,063
20160706;15;20700;19984,400
20160706;16;20300;19714,088
20160706;17;19900;19295,150
20160706;18;19500;19099,050
20160706;19;19400;18836,213
20160706;20;19400;18995,938
20160706;21;19600;19091,725
20160706;22;19600;18881,288
20160706;23;18900;17932,488
20160706;24;17400;16572,738
20160707;1;16000;15387,988
20160707;2;15200;14723,013
20160707;3;14750;14468,238
20160707;4;14750;14426,913
20160707;5;14250;14032,863
20160707;6;15200;14252,638
20160707;7;18000;16397,263
20160707;8;19600;18304,338
20160707;9;20400;19435,075
20160707;10;20700;19897,750
20160707;11;21000;20015,863
20160707;12;21150;20480,813
20160707;13;21250;20525,788
20160707;14;21350;20368,775
20160707;15;20850;20198,575
20160707;16;20450;19946,975
20160707;17;20050;19594,888
20160707;18;19650;19227,538
20160707;19;19550;19088,700
20160707;20;19550;19172,875
20160707;21;19700;19430,000
20160707;22;19700;19319,838
20160707;23;18700;18621,200
20160707;24;17200;17147,488
20160708;1;16100;15941,413
20160708;2;15400;15130,625
20160708;3;15100;14783,188
20160708;4;14900;14616,313
20160708;5;14500;14188,125
20160708;6;15100;14420,275
20160708;7;18000;16596,750
20160708;8;19500;18594,113
20160708;9;20200;19847,563
20160708;10;20400;20311,413
20160708;11;20800;20523,150
20160708;12;21100;20919,213
20160708;13;21100;20953,600
20160708;14;21200;20960,388
20160708;15;20800;20578,025
20160708;16;20400;20320,338
20160708;17;19900;20100,463
20160708;18;19700;19763,000
20160708;19;19500;19486,925
20160708;20;19400;19590,525
20160708;21;19500;19634,663
20160708;22;19600;19433,463
20160708;23;18500;18355,238
20160708;24;17100;16972,588
20160709;1;16100;15839,725
20160709;2;15300;15068,413
20160709;3;14900;14673,663
20160709;4;14700;14608,638
20160709;5;13900;13875,250
20160709;6;14000;13590,575
20160709;7;15600;14533,988
20160709;8;17000;15727,088
20160709;9;18100;16980,063
20160709;10;18700;17769,463
20160709;11;19000;18020,300
20160709;12;19000;18246,763
20160709;13;19000;18151,838
20160709;14;18950;17900,263
20160709;15;18200;17267,125
20160709;16;17900;16992,800
20160709;17;17450;16669,025
20160709;18;17300;16463,413
20160709;19;17300;16441,375
20160709;20;17300;16566,850
20160709;21;17300;16726,875
20160709;22;17500;16814,038
20160709;23;17100;16231,338
20160709;24;15900;15002,163
20160710;1;14400;13806,488
20160710;2;13600;13175,225
20160710;3;13200;12644,575
20160710;4;13000;12488,600
20160710;5;12300;11976,525
20160710;6;12100;11793,763
20160710;7;13000;12313,213
20160710;8;14200;13313,263
20160710;9;15200;14324,600
20160710;10;16000;15312,225
20160710;11;16400;15932,000
20160710;12;16500;16113,125
20160710;13;16600;16211,125
20160710;14;16600;16215,913
20160710;15;16100;15936,700
20160710;16;15900;15607,488
20160710;17;15600;15501,625
20160710;18;15600;15515,975
20160710;19;15800;15694,388
20160710;20;16100;15934,038
20160710;21;16100;16079,763
20160710;22;16700;16546,575
20160710;23;16300;16389,375
20160710;24;14900;15240,150
20160711;1;14300;13980,263
20160711;2;13800;13245,250
20160711;3;13600;12931,000
20160711;4;13500;12891,300
20160711;5;13200;12586,413
20160711;6;14700;13062,013
20160711;7;17700;15745,350
20160711;8;19500;18321,088
20160711;9;20600;19971,775
20160711;10;21000;20759,500
20160711;11;21400;21112,088
20160711;12;21600;21634,063
20160711;13;21800;21721,175
20160711;14;21900;21779,163
20160711;15;21400;21278,413
20160711;16;21100;20916,700
20160711;17;20700;20564,350
20160711;18;20400;20130,363
20160711;19;20100;19820,313
20160711;20;20100;20002,675
20160711;21;20100;20034,850
20160711;22;20100;20061,200
20160711;23;19300;19017,763
20160711;24;17700;17403,725
20160712;1;16400;16201,125
20160712;2;15800;15524,175
20160712;3;15400;15285,850
20160712;4;15300;15181,163
20160712;5;14800;14781,663
20160712;6;15700;14948,688
20160712;7;18500;17241,388
20160712;8;20200;19370,600
20160712;9;21200;20706,613
20160712;10;21400;21215,713
20160712;11;21900;21367,750
20160712;12;22000;21739,388
20160712;13;22200;21866,450
20160712;14;22200;21859,438
20160712;15;21800;21491,638
20160712;16;21500;21204,538
20160712;17;21100;20862,025
20160712;18;20800;20421,625
20160712;19;20500;20119,375
20160712;20;20400;20181,025
20160712;21;20200;20247,513
20160712;22;20200;20299,963
20160712;23;19300;19086,425
20160712;24;17800;17617,300
20160713;1;16400;16398,025
20160713;2;15500;15799,888
20160713;3;15100;15433,450
20160713;4;15000;15362,788
20160713;5;14700;14961,650
20160713;6;15300;15101,350
20160713;7;18000;17200,588
20160713;8;19700;19068,775
20160713;9;20700;20416,075
20160713;10;20800;20984,275
20160713;11;21300;21146,325
20160713;12;21500;21527,200
20160713;13;21600;21649,950
