Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20200502;1;12600;12953,250
20200502;2;12000;12438,575
20200502;3;11800;12177,200
20200502;4;11700;12067,450
20200502;5;11550;12034,963
20200502;6;11500;11725,900
20200502;7;12600;12363,013
20200502;8;13700;13346,863
20200502;9;14600;14281,850
20200502;10;15300;14871,838
20200502;11;16300;15243,213
20200502;12;16500;15485,400
20200502;13;16500;15534,600
20200502;14;16600;15449,275
20200502;15;16200;15208,250
20200502;16;15600;14896,200
20200502;17;15300;14642,900
20200502;18;15200;14558,925
20200502;19;15300;14785,350
20200502;20;16100;15065,038
20200502;21;16900;15721,725
20200502;22;16600;15655,475
20200502;23;15500;14770,800
20200502;24;14100;13678,925
20200503;1;12900;12756,150
20200503;2;12300;12133,838
20200503;3;11900;11777,638
20200503;4;11700;11649,838
20200503;5;11700;11591,288
20200503;6;11200;11159,975
20200503;7;11700;11337,775
20200503;8;12500;12030,400
20200503;9;13400;12952,488
20200503;10;14100;13882,150
20200503;11;14700;14594,838
20200503;12;14900;14864,125
20200503;13;14900;14885,425
20200503;14;15000;14816,963
20200503;15;14800;14402,213
20200503;16;14600;14018,775
20200503;17;14500;13612,163
20200503;18;14700;13620,463
20200503;19;15200;13824,250
20200503;20;15900;14373,713
20200503;21;16600;15151,038
20200503;22;16200;15303,988
20200503;23;15500;14555,575
20200503;24;14600;13544,925
20200504;1;12871;12738,788
20200504;2;12264;12252,725
20200504;3;12087;12083,975
20200504;4;12170;12065,888
20200504;5;12405;12280,425
20200504;6;13039;12670,488
20200504;7;16239;15318,463
20200504;8;18247;17578,763
20200504;9;19420;18847,075
20200504;10;20023;19347,050
20200504;11;20186;19344,388
20200504;12;20298;19594,513
20200504;13;20361;19681,388
20200504;14;20207;19598,225
20200504;15;19681;19090,363
20200504;16;19483;18898,638
20200504;17;19160;18524,463
20200504;18;18831;18222,663
20200504;19;18887;18217,238
20200504;20;19488;18525,900
20200504;21;20215;19192,838
20200504;22;19686;18689,588
20200504;23;18123;17380,600
20200504;24;16932;16062,475
20200505;1;15631;15012,788
20200505;2;15055;14457,713
20200505;3;14723;14110,425
20200505;4;14758;14104,350
20200505;5;14768;14288,763
20200505;6;14816;14300,338
20200505;7;16763;16304,050
20200505;8;18768;18401,338
20200505;9;19841;19640,175
20200505;10;20137;20085,500
20200505;11;20160;20221,988
20200505;12;20401;20583,138
20200505;13;20519;20657,900
20200505;14;20337;20487,750
20200505;15;19830;19844,750
20200505;16;19500;19441,500
20200505;17;19026;18977,625
20200505;18;18740;18581,013
20200505;19;18784;18560,175
20200505;20;19287;18919,750
20200505;21;20280;19523,150
20200505;22;19654;18908,775
20200505;23;18139;17498,063
20200505;24;16769;16180,500
20200506;1;15326;15190,050
20200506;2;14639;14705,800
20200506;3;14430;14369,363
20200506;4;14409;14361,888
20200506;5;14475;14476,213
20200506;6;14626;14644,813
20200506;7;16288;16720,175
20200506;8;18324;18665,000
20200506;9;19487;19977,088
20200506;10;19902;20569,413
20200506;11;19969;20745,063
20200506;12;20135;21100,000
20200506;13;20202;20979,700
20200506;14;19867;20618,900
20200506;15;19310;19960,100
20200506;16;19033;19585,700
20200506;17;18635;19142,738
20200506;18;18500;18885,513
20200506;19;18549;18888,350
20200506;20;18973;19133,638
20200506;21;19765;19557,700
20200506;22;19279;19080,388
20200506;23;17866;17923,375
20200506;24;16500;16669,750
20200507;1;14700;15682,463
20200507;2;14300;15160,500
20200507;3;14000;14723,850
20200507;4;14100;14650,250
20200507;5;14200;14611,588
20200507;6;14700;14554,713
20200507;7;17300;16707,375
20200507;8;18800;18583,875
20200507;9;19600;19700,050
20200507;10;19700;20136,950
20200507;11;19800;20148,225
20200507;12;19900;20415,575
20200507;13;20000;20379,013
20200507;14;19900;20284,975
20200507;15;19200;19811,900
20200507;16;18800;19523,950
20200507;17;18500;18989,588
20200507;18;18100;18503,750
20200507;19;18300;18457,538
20200507;20;18800;18834,288
20200507;21;19500;19604,963
20200507;22;18700;19136,913
20200507;23;17400;17901,863
20200507;24;15900;16581,113
20200508;1;15500;15461,500
20200508;2;15000;14999,838
20200508;3;14500;14630,563
20200508;4;14500;14695,613
20200508;5;14500;14687,100
20200508;6;15300;14605,250
20200508;7;17800;16487,700
20200508;8;19400;18328,925
20200508;9;20500;19369,438
20200508;10;20700;19606,388
20200508;11;20900;19457,713
20200508;12;20900;19480,975
20200508;13;21000;19388,788
20200508;14;20800;19264,000
20200508;15;20400;18785,300
20200508;16;20100;18506,013
20200508;17;19800;18186,450
20200508;18;19500;18059,088
20200508;19;19500;18075,775
20200508;20;19600;18278,288
20200508;21;20400;18943,075
20200508;22;19700;18741,963
20200508;23;18200;17389,000
20200508;24;16700;16180,675
20200509;1;14900;15227,313
20200509;2;14200;14566,925
20200509;3;13800;14112,450
20200509;4;13600;14011,663
20200509;5;13500;13708,825
20200509;6;13100;13267,350
20200509;7;14300;13982,513
20200509;8;15500;15179,313
20200509;9;16400;16292,175
20200509;10;17000;16978,725
20200509;11;17300;17275,788
20200509;12;17300;17247,488
20200509;13;17100;16945,900
20200509;14;16950;16712,513
20200509;15;16300;16226,700
20200509;16;15900;15931,025
20200509;17;15700;15579,150
20200509;18;15400;15553,950
20200509;19;15500;15732,188
20200509;20;15900;16008,613
20200509;21;17000;16622,188
20200509;22;16600;16922,975
20200509;23;15600;15898,313
20200509;24;14400;14558,938
20200510;1;13000;13556,288
20200510;2;12500;12891,163
20200510;3;12200;12547,688
20200510;4;12000;12309,800
20200510;5;11800;12146,800
20200510;6;11200;11699,913
20200510;7;12100;12129,638
20200510;8;13200;12835,088
20200510;9;14200;13897,613
20200510;10;14800;14637,325
20200510;11;15300;15159,313
20200510;12;15400;15223,400
20200510;13;15500;15256,000
20200510;14;15400;15109,150
20200510;15;15000;14642,463
20200510;16;14700;14277,600
20200510;17;14500;14093,300
20200510;18;14600;14153,538
20200510;19;15100;14587,888
20200510;20;15600;15152,650
20200510;21;16400;15784,988
20200510;22;16200;15923,625
20200510;23;15200;15173,338
20200510;24;14000;14159,850
20200511;1;13400;13369,863
20200511;2;13000;12927,688
20200511;3;12800;12685,975
20200511;4;12900;12648,450
20200511;5;13000;12803,300
20200511;6;14200;13200,225
20200511;7;17300;15837,625
20200511;8;19100;18068,313
20200511;9;19950;19384,963
20200511;10;20150;20012,663
20200511;11;20300;20017,213
20200511;12;20400;20386,538
20200511;13;20400;20531,063
20200511;14;20300;20392,663
20200511;15;19800;19956,325
20200511;16;19400;19698,375
20200511;17;18900;19403,488
20200511;18;18500;19265,850
20200511;19;18600;19255,538
20200511;20;19000;19428,238
20200511;21;19900;19750,400
20200511;22;19100;19042,688
20200511;23;17600;17809,338
20200511;24;16200;16518,975
20200512;1;15000;15543,238
20200512;2;14450;14988,350
20200512;3;14150;14720,175
20200512;4;14150;14842,775
20200512;5;14300;14653,413
20200512;6;15000;14818,500
20200512;7;17950;17032,650
20200512;8;19450;19057,050
20200512;9;20350;20108,925
20200512;10;20450;20429,600
20200512;11;20650;20653,463
20200512;12;20700;21033,313
20200512;13;20700;20983,563
20200512;14;20800;20651,150
20200512;15;20200;19996,525
20200512;16;19800;19641,013
20200512;17;19300;19317,138
20200512;18;18950;18909,388
20200512;19;19100;18776,200
20200512;20;19300;19119,400
20200512;21;19900;19514,363
20200512;22;19300;19292,725
20200512;23;18100;17986,413
20200512;24;16600;16701,738
20200513;1;15600;15720,238
20200513;2;15000;15171,575
20200513;3;14700;14873,100
20200513;4;14700;14899,850
20200513;5;14800;14828,675
20200513;6;15400;14910,700
20200513;7;18100;17108,075
20200513;8;19500;19046,625
20200513;9;20500;20213,138
20200513;10;20600;20609,425
20200513;11;21000;20468,225
20200513;12;21000;20703,825
20200513;13;21000;20818,088
20200513;14;21000;20549,338
20200513;15;20300;19967,600
20200513;16;19900;19761,238
20200513;17;19400;19441,675
20200513;18;19000;19011,663
20200513;19;19100;18992,488
20200513;20;19400;19352,625
20200513;21;20000;19726,338
20200513;22;19400;19372,863
20200513;23;18200;17887,488
20200513;24;16700;16617,888
20200514;1;15800;15513,613
20200514;2;15200;14969,050
20200514;3;14900;14691,388
20200514;4;14900;14752,025
20200514;5;14800;14554,188
20200514;6;15600;14740,375
20200514;7;18300;17018,300
20200514;8;19800;18958,900
20200514;9;20600;20106,688
20200514;10;20700;20489,625
20200514;11;20900;20603,288
20200514;12;20900;20882,575
20200514;13;21100;20953,050
20200514;14;21000;20676,375
20200514;15;20500;20064,450
20200514;16;19800;19642,913
20200514;17;19500;19310,388
20200514;18;19200;18958,388
20200514;19;19100;18873,800
20200514;20;19300;19112,363
20200514;21;20000;19432,900
20200514;22;19500;19291,400
20200514;23;18000;17995,188
20200514;24;16600;16738,638
20200515;1;15800;15651,563
20200515;2;15100;15006,663
20200515;3;14800;14720,950
20200515;4;14800;14710,563
20200515;5;14700;14573,913
20200515;6;15800;14642,013
20200515;7;18500;16629,075
20200515;8;19800;18608,075
20200515;9;20700;19594,963
20200515;10;20800;19993,750
20200515;11;20900;19858,988
20200515;12;20900;20139,450
20200515;13;20900;20170,850
20200515;14;20800;19997,963
20200515;15;20600;19508,963
20200515;16;20400;19181,225
20200515;17;20100;18770,850
20200515;18;19800;18274,388
20200515;19;19200;18161,700
20200515;20;19500;18490,938
20200515;21;20200;18840,613
20200515;22;19400;18795,025
20200515;23;18200;17612,850
20200515;24;16700;16338,175
20200516;1;15000;15205,913
20200516;2;14350;14570,000
20200516;3;13900;14145,700
20200516;4;13800;13992,313
20200516;5;13400;13594,675
20200516;6;13000;13363,938
20200516;7;14500;14193,275
20200516;8;15800;15186,588
20200516;9;16700;16103,450
20200516;10;17200;16925,863
20200516;11;17350;17530,113
20200516;12;17300;17682,450
20200516;13;17200;17574,563
20200516;14;17000;17283,850
20200516;15;16500;16768,188
20200516;16;16100;16502,300
20200516;17;15600;16200,513
20200516;18;15500;15906,113
20200516;19;15650;15911,350
20200516;20;15850;16144,225
20200516;21;16900;16541,788
20200516;22;16800;16834,125
20200516;23;15700;15960,975
20200516;24;14300;14682,213
20200517;1;13700;13638,963
20200517;2;13000;12982,988
20200517;3;12600;12589,575
20200517;4;12400;12443,900
20200517;5;12100;12165,425
20200517;6;11900;11754,263
20200517;7;12500;12167,675
20200517;8;13500;12873,913
20200517;9;14750;13848,550
20200517;10;15400;14452,663
20200517;11;15600;14985,988
20200517;12;15750;15504,425
20200517;13;15700;15548,050
20200517;14;15600;15399,050
20200517;15;15200;14963,613
20200517;16;14800;14416,888
20200517;17;14600;14126,975
20200517;18;14650;14200,838
20200517;19;15050;14561,463
20200517;20;15450;14993,863
20200517;21;16300;15530,463
20200517;22;16500;16155,300
20200517;23;15900;15526,238
20200517;24;14500;14448,000
20200518;1;13650;13399,425
20200518;2;13150;13042,338
20200518;3;12850;12902,700
20200518;4;12950;12802,525
20200518;5;12950;12885,763
20200518;6;14100;13347,513
20200518;7;17500;16020,388
20200518;8;19200;18120,525
20200518;9;20550;19391,325
20200518;10;20600;19796,975
20200518;11;20900;19851,313
20200518;12;20900;20252,875
20200518;13;21000;20462,175
20200518;14;21100;20283,050
20200518;15;20400;19737,938
20200518;16;20100;19543,325
20200518;17;19600;19230,488
20200518;18;19300;18990,675
20200518;19;19300;18950,525
20200518;20;19600;19337,988
20200518;21;20200;19670,025
20200518;22;19800;19362,175
20200518;23;18400;17906,613
20200518;24;16900;16497,925
20200519;1;15450;15464,863
20200519;2;14900;14936,675
20200519;3;14650;14749,250
20200519;4;14650;14693,313
20200519;5;14400;14511,925
20200519;6;15400;14693,875
20200519;7;18200;16958,375
20200519;8;19650;18959,288
20200519;9;20650;20112,788
20200519;10;20700;20583,875
20200519;11;20950;20571,600
20200519;12;21050;20812,363
20200519;13;21050;20873,538
20200519;14;21000;20711,600
20200519;15;20350;20112,000
20200519;16;19950;19899,575
20200519;17;19550;19587,138
20200519;18;19150;19245,550
20200519;19;19150;19046,550
20200519;20;19450;19329,863
20200519;21;19850;19732,525
20200519;22;19600;19394,913
20200519;23;18250;18178,013
20200519;24;16800;16680,300
20200520;1;15400;15680,850
20200520;2;14900;15138,325
20200520;3;14600;14785,438
20200520;4;14600;14713,663
20200520;5;14400;14558,238
20200520;6;15100;14710,038
20200520;7;18200;16951,950
20200520;8;19500;19106,488
20200520;9;20400;20112,925
20200520;10;20400;20557,338
20200520;11;20800;20562,538
20200520;12;20900;20741,638
20200520;13;20900;20769,863
20200520;14;20900;20474,700
20200520;15;20200;19915,350
20200520;16;19800;19684,525
20200520;17;19300;19177,088
20200520;18;18900;18821,263
20200520;19;18900;18714,550
20200520;20;19300;19078,750
20200520;21;19700;19536,538
20200520;22;19500;19343,975
20200520;23;18100;18044,650
20200520;24;16700;16714,400
20200521;1;15400;15607,925
20200521;2;14900;15038,025
20200521;3;14700;14658,663
20200521;4;14700;14584,338
20200521;5;14500;14268,513
20200521;6;15400;14448,250
20200521;7;18500;16683,550
20200521;8;20000;18658,125
20200521;9;20800;19788,763
20200521;10;20900;20227,713
20200521;11;21200;20133,700
20200521;12;21300;20402,850
20200521;13;21300;20513,825
20200521;14;21200;20208,138
20200521;15;20500;19687,500
20200521;16;20100;19330,338
20200521;17;19700;18974,838
20200521;18;19300;18646,313
20200521;19;19300;18763,063
20200521;20;19600;19068,675
20200521;21;20000;19385,000
20200521;22;19700;19374,025
20200521;23;18300;18103,450
20200521;24;17000;16840,250
20200522;1;15608;15688,788
20200522;2;14987;15074,475
20200522;3;14740;14709,350
20200522;4;14641;14741,813
20200522;5;14330;14493,400
20200522;6;14506;14644,850
20200522;7;16465;16583,988
20200522;8;18382;18545,213
20200522;9;19444;19566,838
20200522;10;19904;19837,900
20200522;11;19844;19784,175
20200522;12;20013;19818,088
20200522;13;20135;19808,200
20200522;14;19837;19535,838
20200522;15;19344;19141,500
20200522;16;19054;18914,888
20200522;17;18694;18491,063
20200522;18;18209;18315,150
20200522;19;18118;18245,538
20200522;20;18292;18435,763
20200522;21;18830;18700,513
20200522;22;18664;18643,650
20200522;23;17425;17445,125
20200522;24;16215;16157,650
20200523;1;15100;15191,463
20200523;2;14400;14554,113
20200523;3;14000;14114,163
20200523;4;13900;13878,963
20200523;5;13400;13483,338
20200523;6;13100;13187,450
20200523;7;14700;14071,013
20200523;8;15900;15037,688
20200523;9;16800;16053,588
20200523;10;17400;16928,325
20200523;11;17600;17263,038
20200523;12;17600;17393,538
20200523;13;17500;17383,450
20200523;14;17200;17202,975
20200523;15;16800;16886,775
20200523;16;16400;16731,163
20200523;17;16000;16427,550
20200523;18;15900;16389,388
20200523;19;15950;16500,738
20200523;20;16200;16568,313
20200523;21;16900;16797,975
20200523;22;16800;16876,825
20200523;23;15700;16025,325
20200523;24;14400;14814,338
20200524;1;13400;13852,763
20200524;2;12700;13093,613
20200524;3;12300;12800,150
20200524;4;12100;12672,950
20200524;5;11900;12199,575
20200524;6;11500;11932,238
20200524;7;12700;12395,325
