Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20151001;1;16000;15983,850
20151001;2;15400;15448,875
20151001;3;15100;15088,975
20151001;4;15100;15126,563
20151001;5;15600;15279,688
20151001;6;16800;16074,525
20151001;7;19200;18185,363
20151001;8;20500;19910,138
20151001;9;21100;20796,075
20151001;10;21200;21080,013
20151001;11;21100;20891,513
20151001;12;21300;21000,088
20151001;13;21300;20990,500
20151001;14;21500;20949,688
20151001;15;21000;20518,275
20151001;16;20700;20300,963
20151001;17;20600;19951,525
20151001;18;20600;19835,425
20151001;19;22600;20809,850
20151001;20;22800;22494,000
20151001;21;22100;21898,575
20151001;22;20400;20211,875
20151001;23;18600;18541,850
20151001;24;17200;17111,625
20151002;1;16100;16074,875
20151002;2;15500;15402,563
20151002;3;15100;15117,788
20151002;4;15100;15173,938
20151002;5;15600;15367,675
20151002;6;16900;16196,950
20151002;7;19200;18268,263
20151002;8;20400;19900,163
20151002;9;21200;20772,975
20151002;10;21300;21074,775
20151002;11;21400;20888,025
20151002;12;21400;21088,988
20151002;13;21400;21104,325
20151002;14;21400;21119,500
20151002;15;21000;20708,838
20151002;16;20700;20383,600
20151002;17;20400;20025,075
20151002;18;20300;19872,538
20151002;19;22400;20844,700
20151002;20;22700;22291,188
20151002;21;22000;21710,513
20151002;22;20300;20144,413
20151002;23;18600;18549,625
20151002;24;17200;17211,575
20151002;25;-;16057,500
20151002;26;-;15497,500
20151002;27;-;15075,000
20151002;28;-;14782,500
20151002;29;-;14837,500
20151002;30;-;15142,500
20151002;31;-;15850,000
20151002;32;-;16975,000
20151002;33;-;18250,000
20151002;34;-;18995,000
20151002;35;-;19207,500
20151002;36;-;19315,000
20151002;37;-;18972,500
20151002;38;-;18605,000
20151002;39;-;17972,500
20151002;40;-;17605,000
20151002;41;-;17455,000
20151002;42;-;17572,500
20151002;43;-;19137,500
20151002;44;-;19887,500
20151002;45;-;18902,500
20151002;46;-;17582,500
20151002;47;-;16410,000
20151002;48;-;15270,000
20151002;49;-;14302,500
20151002;50;-;13700,000
20151002;51;-;13337,500
20151002;52;-;13170,000
20151002;53;-;13275,000
20151002;54;-;13307,500
20151002;55;-;13420,000
20151002;56;-;13787,500
20151002;57;-;14812,500
20151002;58;-;15950,000
20151002;59;-;16500,000
20151002;60;-;16580,000
20151002;61;-;16582,500
20151002;62;-;16437,500
20151002;63;-;16005,000
20151002;64;-;15645,000
20151002;65;-;15412,500
20151002;66;-;15672,500
20151002;67;-;17312,500
20151002;68;-;18537,500
20151002;69;-;17887,500
20151002;70;-;16755,000
20151002;71;-;15722,500
20151002;72;-;14620,000
20151003;1;16100;16038,975
20151003;2;15400;15356,013
20151003;3;15000;14886,688
20151003;4;14800;14832,488
20151003;5;14900;14931,888
20151003;6;15200;15182,250
20151003;7;15900;15699,713
20151003;8;17400;16827,100
20151003;9;18500;18169,788
20151003;10;19000;18889,738
20151003;11;19300;19090,838
20151003;12;19300;19095,938
20151003;13;19100;18844,125
20151003;14;19000;18705,338
20151003;15;18200;18078,775
20151003;16;17800;17747,975
20151003;17;17500;17440,488
20151003;18;17800;17375,413
20151003;19;20000;18567,500
20151003;20;20200;19635,625
20151003;21;19400;18900,663
20151003;22;18100;17699,475
20151003;23;16900;16489,913
20151003;24;15700;15380,900
20151004;1;14400;14251,213
20151004;2;13700;13645,338
20151004;3;13400;13313,625
20151004;4;13200;13170,175
20151004;5;13400;13147,888
20151004;6;13400;13258,650
20151004;7;13500;13364,738
20151004;8;14300;13783,188
20151004;9;15400;14927,800
20151004;10;16200;15868,863
20151004;11;16600;16389,875
20151004;12;16600;16461,700
20151004;13;16700;16463,350
20151004;14;16500;16439,488
20151004;15;16100;15980,600
20151004;16;15700;15660,525
20151004;17;15700;15517,638
20151004;18;16200;15838,450
20151004;19;18600;17279,050
20151004;20;18900;18578,700
20151004;21;18300;17897,013
20151004;22;17100;16828,725
20151004;23;16200;15876,250
20151004;24;14900;14749,688
20151005;1;14000;13902,188
20151005;2;13700;13486,613
20151005;3;13400;13318,113
20151005;4;13400;13445,788
20151005;5;14000;13774,850
20151005;6;15700;14788,938
20151005;7;18600;17496,138
20151005;8;20000;19322,888
20151005;9;20800;20397,400
20151005;10;20900;20833,913
20151005;11;20900;20647,900
20151005;12;20900;20848,525
20151005;13;21000;20882,625
20151005;14;21200;20902,663
20151005;15;20600;20443,275
20151005;16;20300;20216,425
20151005;17;20000;19835,963
20151005;18;20200;19806,338
20151005;19;22400;21048,063
20151005;20;22600;22191,425
20151005;21;22000;21519,175
20151005;22;20200;19895,688
20151005;23;18600;18221,913
20151005;24;17100;16906,000
20151006;1;16100;15852,250
20151006;2;15400;15355,088
20151006;3;15200;14972,975
20151006;4;15300;15007,100
20151006;5;15700;15254,588
20151006;6;16900;15978,338
20151006;7;19300;18382,200
20151006;8;20600;19972,213
20151006;9;21200;20685,075
20151006;10;21200;20965,513
20151006;11;21200;20816,688
20151006;12;21200;21031,075
20151006;13;21300;21129,775
20151006;14;21400;21100,350
20151006;15;20900;20650,425
20151006;16;20500;20437,400
20151006;17;20200;20146,800
20151006;18;20600;20188,200
20151006;19;22800;21339,200
20151006;20;22900;22260,150
20151006;21;22100;21535,213
20151006;22;20500;19919,913
20151006;23;18800;18189,063
20151006;24;17200;16879,575
20151007;1;16200;15906,075
20151007;2;15500;15237,788
20151007;3;15200;15008,425
20151007;4;15300;14972,850
20151007;5;15700;15257,088
20151007;6;17000;15911,725
20151007;7;19400;18231,313
20151007;8;20500;19884,975
20151007;9;21100;20663,675
20151007;10;21100;21027,413
20151007;11;21000;20834,450
20151007;12;21100;21107,413
20151007;13;21200;21057,425
20151007;14;21200;21039,075
20151007;15;20800;20675,425
20151007;16;20400;20414,800
20151007;17;20200;20120,175
20151007;18;20600;20034,813
20151007;19;22800;21353,863
20151007;20;22900;22425,025
20151007;21;22200;21713,638
20151007;22;20500;20127,613
20151007;23;18800;18367,763
20151007;24;17200;16891,188
20151008;1;16200;15836,900
20151008;2;15600;15308,450
20151008;3;15200;15002,263
20151008;4;15300;14972,950
20151008;5;15800;15245,875
20151008;6;17000;16063,088
20151008;7;19400;18430,325
20151008;8;20500;19993,250
20151008;9;21100;20851,375
20151008;10;21100;21055,275
20151008;11;21000;20932,625
20151008;12;21100;21095,513
20151008;13;21200;20971,063
20151008;14;21200;20962,988
20151008;15;20800;20478,025
20151008;16;20400;20359,463
20151008;17;20200;20149,150
20151008;18;20600;20309,888
20151008;19;22800;21659,713
20151008;20;22900;22514,250
20151008;21;22100;21752,863
20151008;22;20500;20191,213
20151008;23;18800;18626,750
20151008;24;17200;17256,063
20151009;1;16200;16166,850
20151009;2;15400;15543,450
20151009;3;15200;15258,013
20151009;4;15300;15203,788
20151009;5;15800;15508,588
20151009;6;17000;16228,663
20151009;7;19600;18685,025
20151009;8;20600;20158,550
20151009;9;21300;21181,525
20151009;10;21200;21538,900
20151009;11;21300;21290,475
20151009;12;21400;21393,638
20151009;13;21400;21345,750
20151009;14;21500;21236,275
20151009;15;21000;20902,950
20151009;16;20700;20611,838
20151009;17;20400;20349,413
20151009;18;20700;20473,238
20151009;19;22600;21740,263
20151009;20;22600;22407,550
20151009;21;21700;21675,175
20151009;22;20200;20157,775
20151009;23;18600;18644,275
20151009;24;17200;17282,713
20151010;1;16200;16239,663
20151010;2;15600;15679,500
20151010;3;15100;15201,975
20151010;4;15100;15114,413
20151010;5;15200;15236,300
20151010;6;15300;15321,713
20151010;7;16300;16099,250
20151010;8;17300;17067,563
20151010;9;18600;18485,500
20151010;10;19000;19267,413
20151010;11;19300;19408,825
