Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20150701;1;15800;15816,338
20150701;2;15200;15129,525
20150701;3;14700;14740,338
20150701;4;14700;14631,788
20150701;5;14300;14124,500
20150701;6;15200;14406,863
20150701;7;18000;16664,525
20150701;8;19700;18880,863
20150701;9;20500;20049,175
20150701;10;20600;20717,388
20150701;11;21000;20844,750
20150701;12;21100;21218,075
20150701;13;21300;21270,625
20150701;14;21300;21277,925
20150701;15;20900;20953,175
20150701;16;20500;20664,600
20150701;17;20200;20417,200
20150701;18;19800;20030,675
20150701;19;19800;19622,525
20150701;20;19800;19645,563
20150701;21;19800;19637,738
20150701;22;20000;19661,225
20150701;23;19100;18971,813
20150701;24;17300;17358,425
20150702;1;16000;15856,388
20150702;2;15300;15229,900
20150702;3;14900;14853,425
20150702;4;14800;14785,175
20150702;5;14300;14367,325
20150702;6;15300;14547,713
20150702;7;18000;16730,013
20150702;8;19700;18974,838
20150702;9;20600;20157,413
20150702;10;20800;20812,375
20150702;11;21100;21009,688
20150702;12;21300;21411,975
20150702;13;21300;21548,538
20150702;14;21400;21557,425
20150702;15;21000;21142,325
20150702;16;20700;21021,525
20150702;17;20400;20608,050
20150702;18;19900;20310,338
20150702;19;19800;20002,388
20150702;20;19900;20005,900
20150702;21;20000;19906,563
20150702;22;20100;19851,075
20150702;23;19200;19149,625
20150702;24;17500;17489,000
20150703;1;16000;16179,538
20150703;2;15300;15480,813
20150703;3;14900;15064,563
20150703;4;14800;14834,150
20150703;5;14300;14451,675
20150703;6;15400;14757,538
20150703;7;18100;16879,188
20150703;8;19800;18947,000
20150703;9;20700;20329,438
20150703;10;21200;20908,938
20150703;11;21500;21196,500
20150703;12;21700;21508,688
20150703;13;21800;21686,188
20150703;14;21800;21667,650
20150703;15;21400;21285,800
20150703;16;21000;21075,300
20150703;17;20700;20722,838
20150703;18;20300;20286,738
20150703;19;19900;19904,863
20150703;20;20000;19884,488
20150703;21;20100;19630,100
20150703;22;20200;19707,225
20150703;23;19300;19132,850
20150703;24;17600;17687,100
20150704;1;16300;16332,400
20150704;2;15500;15388,825
20150704;3;15100;14933,450
20150704;4;14900;14560,413
20150704;5;14300;13912,800
20150704;6;14100;13784,075
20150704;7;15900;14821,775
20150704;8;17500;16363,575
20150704;9;18700;17726,650
20150704;10;19400;18734,988
20150704;11;19600;19136,138
20150704;12;19700;19356,438
20150704;13;19700;19171,763
20150704;14;19500;19035,213
20150704;15;18700;18379,400
20150704;16;18400;18087,150
20150704;17;18100;17768,738
20150704;18;17800;17591,000
20150704;19;17700;17498,150
20150704;20;17700;17353,125
20150704;21;17600;17125,050
20150704;22;17800;17450,463
20150704;23;17100;17216,863
20150704;24;15800;15858,425
20150705;1;14600;14499,938
20150705;2;13900;13889,350
20150705;3;13400;13505,013
20150705;4;13100;13243,075
20150705;5;12400;12468,300
20150705;6;12300;12274,263
20150705;7;13200;12902,200
20150705;8;14300;13941,213
20150705;9;15300;15030,100
20150705;10;16100;16044,738
20150705;11;16600;16677,563
20150705;12;16800;16971,650
20150705;13;16800;16906,050
20150705;14;16700;16890,238
