Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20150401;1;16663;16521,150
20150401;2;16000;15883,350
20150401;3;15638;15503,050
20150401;4;15625;15591,225
20150401;5;15913;15925,050
20150401;6;16525;16459,100
20150401;7;18300;18445,625
20150401;8;20313;20407,950
20150401;9;21363;21483,975
20150401;10;21750;21920,175
20150401;11;21813;22056,925
20150401;12;22088;22382,650
20150401;13;22188;22337,375
20150401;14;22175;22364,750
20150401;15;21850;21932,650
20150401;16;21475;21534,125
20150401;17;21038;21141,075
20150401;18;20875;20905,225
20150401;19;20963;20915,825
20150401;20;22588;22265,000
20150401;21;22963;22565,625
20150401;22;21063;21040,700
20150401;23;19338;19426,900
20150401;24;17875;18011,775
20150402;1;16700;16795,675
20150402;2;16000;16117,275
20150402;3;15700;15852,150
20150402;4;15700;15826,400
20150402;5;16200;16161,050
20150402;6;17000;16857,550
20150402;7;19700;18634,875
20150402;8;21100;20567,125
20150402;9;21700;21597,825
20150402;10;22000;22312,100
20150402;11;22200;22561,325
20150402;12;22300;22793,800
20150402;13;22500;22975,875
20150402;14;22600;22794,525
20150402;15;22200;22480,750
20150402;16;21600;22021,625
20150402;17;21100;21626,475
20150402;18;21100;21194,125
20150402;19;21300;21210,650
20150402;20;22900;22453,375
20150402;21;22700;22806,075
20150402;22;21200;21236,750
20150402;23;19700;19837,275
20150402;24;18300;18239,250
20150403;1;16700;16990,450
20150403;2;16000;16246,050
20150403;3;15600;15894,125
20150403;4;15600;15792,900
20150403;5;16000;15902,600
20150403;6;16500;16378,525
20150403;7;18300;17753,700
20150403;8;19900;19439,675
20150403;9;21000;20796,400
20150403;10;21700;21471,275
20150403;11;22200;21792,800
20150403;12;22200;22017,750
20150403;13;22300;21928,475
20150403;14;22400;21748,150
20150403;15;21900;21275,700
20150403;16;21200;20810,875
20150403;17;20700;20349,400
20150403;18;20500;20096,900
20150403;19;20300;20097,850
20150403;20;21900;21129,775
20150403;21;22100;21774,375
20150403;22;20100;20443,575
20150403;23;19000;18955,425
20150403;24;17100;17268,950
20150404;1;15900;15835,300
20150404;2;15200;15043,700
20150404;3;14700;14549,700
20150404;4;14600;14396,625
20150404;5;14400;14231,400
20150404;6;14250;14091,425
20150404;7;14400;14142,650
20150404;8;15900;15341,700
20150404;9;17300;16724,425
20150404;10;18100;17609,700
20150404;11;18400;17875,725
20150404;12;18300;17882,650
20150404;13;18400;17809,700
20150404;14;18500;17887,800
20150404;15;18200;17442,650
20150404;16;17600;16979,850
20150404;17;17300;16669,025
20150404;18;17100;16390,875
20150404;19;17200;16353,000
20150404;20;19000;17407,750
20150404;21;18700;17833,175
20150404;22;17500;17083,850
20150404;23;16700;16168,250
20150404;24;15300;14837,800
20150405;1;13700;13683,550
20150405;2;13000;12839,250
20150405;3;12800;12572,550
20150405;4;12600;12387,875
20150405;5;12800;12407,150
20150405;6;12900;12451,650
20150405;7;12300;12048,200
20150405;8;13500;13008,000
20150405;9;14300;13970,625
20150405;10;14400;14226,300
20150405;11;14300;14107,225
20150405;12;14300;14040,275
20150405;13;14200;13926,925
20150405;14;14200;14039,350
20150405;15;14000;13666,500
20150405;16;13700;13304,500
20150405;17;13500;13107,700
20150405;18;13700;13192,775
20150405;19;14100;13477,550
20150405;20;15900;14771,550
20150405;21;15900;15655,200
20150405;22;15500;15305,950
20150405;23;15100;14661,700
20150405;24;14100;13713,475
20150406;1;13000;12870,150
20150406;2;12300;12250,275
20150406;3;12100;12033,375
20150406;4;11900;11902,975
20150406;5;12100;11995,575
20150406;6;12100;11921,600
20150406;7;11900;11723,350
20150406;8;12600;12419,500
20150406;9;13500;13185,250
20150406;10;14100;13858,000
20150406;11;14400;14278,025
20150406;12;14500;14399,050
20150406;13;14450;14499,100
20150406;14;14550;14480,200
20150406;15;14150;14225,775
20150406;16;13700;13773,375
20150406;17;13500;13630,450
20150406;18;13900;13711,050
20150406;19;14500;14132,150
20150406;20;16500;15530,975
20150406;21;16800;16344,050
20150406;22;16200;15756,825
20150406;23;15500;15153,550
20150406;24;14500;14077,975
20150407;1;13400;13330,225
20150407;2;12950;12762,225
20150407;3;12800;12667,025
20150407;4;12900;12736,750
20150407;5;13450;13194,975
20150407;6;14700;14069,825
20150407;7;17500;16630,975
20150407;8;19200;18965,125
20150407;9;20300;20505,175
20150407;10;20600;21107,700
20150407;11;20850;21165,175
20150407;12;20950;21292,525
20150407;13;21000;21361,650
20150407;14;21050;21253,800
20150407;15;20500;20893,075
20150407;16;19950;20389,550
20150407;17;19550;20040,625
20150407;18;19300;19828,250
20150407;19;19850;20026,850
20150407;20;21750;21326,100
20150407;21;21650;21819,525
20150407;22;20150;20123,075
20150407;23;18650;18628,900
20150407;24;17250;17292,150
20150408;1;15900;16259,775
20150408;2;15400;15664,600
20150408;3;15100;15406,800
20150408;4;15200;15512,400
20150408;5;15600;15863,975
20150408;6;15900;16405,925
20150408;7;18800;18610,775
20150408;8;20400;20564,850
20150408;9;21100;21635,800
20150408;10;21200;21837,750
20150408;11;21100;21791,750
20150408;12;21200;21861,200
20150408;13;21200;21864,225
20150408;14;21300;21765,375
20150408;15;20900;21366,575
20150408;16;20400;20992,775
20150408;17;20100;20688,950
20150408;18;20000;20599,700
20150408;19;20300;20520,275
20150408;20;21800;21672,475
20150408;21;21900;22205,675
20150408;22;20400;20656,800
20150408;23;18800;19088,025
20150408;24;17200;17696,500
20150409;1;16300;16551,175
20150409;2;15600;15898,350
20150409;3;15300;15650,200
20150409;4;15500;15698,700
20150409;5;15800;15965,625
20150409;6;16400;16488,725
20150409;7;19100;18511,875
20150409;8;20400;20499,800
20150409;9;21300;21397,450
20150409;10;21300;21524,500
20150409;11;21400;21392,675
20150409;12;21400;21417,075
20150409;13;21500;21376,225
20150409;14;21600;21091,775
20150409;15;21200;20790,875
20150409;16;20700;20382,400
20150409;17;20400;20124,825
20150409;18;20100;19871,150
20150409;19;20400;19942,875
20150409;20;22000;21124,625
20150409;21;22300;22193,650
20150409;22;20600;20601,625
20150409;23;19000;19036,525
20150409;24;17400;17537,375
20150410;1;16500;16410,650
20150410;2;15800;15768,125
20150410;3;15500;15607,950
20150410;4;15600;15510,500
20150410;5;16000;15801,700
20150410;6;16300;16179,500
20150410;7;18900;18266,475
20150410;8;20300;20128,850
20150410;9;21000;20957,325
20150410;10;21200;21051,500
20150410;11;21400;20790,775
20150410;12;21500;20794,675
20150410;13;21400;20900,000
20150410;14;21400;20666,625
20150410;15;21000;20342,275
20150410;16;20400;20073,675
20150410;17;20200;19728,650
20150410;18;20000;19426,800
20150410;19;20100;19377,800
20150410;20;21600;20457,250
20150410;21;21800;21432,350
20150410;22;20500;19954,150
20150410;23;18900;18490,400
20150410;24;17400;17224,800
20150411;1;16200;16141,550
20150411;2;15500;15374,400
20150411;3;15200;15125,125
20150411;4;15100;15070,250
20150411;5;15100;15079,025
20150411;6;14900;14717,925
20150411;7;16000;15340,075
20150411;8;17600;16911,200
20150411;9;18700;18068,150
20150411;10;19100;18746,725
20150411;11;19300;18806,550
20150411;12;19200;18733,025
20150411;13;19100;18494,325
20150411;14;18900;18193,800
20150411;15;18200;17679,200
20150411;16;17900;17255,000
20150411;17;17400;17003,675
20150411;18;17300;16796,875
20150411;19;17800;16975,325
20150411;20;19200;18039,575
20150411;21;19500;18946,725
20150411;22;18300;17921,900
20150411;23;17000;16743,725
20150411;24;15600;15316,900
20150412;1;14500;14287,200
20150412;2;13700;13720,625
20150412;3;13300;13454,125
20150412;4;13300;13229,500
20150412;5;13200;13286,675
20150412;6;13000;12961,400
20150412;7;13400;13185,150
20150412;8;14500;13951,325
20150412;9;15500;14944,625
20150412;10;16300;15792,850
20150412;11;16500;16262,850
20150412;12;16500;16367,500
20150412;13;16700;16274,000
20150412;14;16600;16235,200
20150412;15;16300;15903,675
20150412;16;15800;15485,450
20150412;17;15700;15235,775
20150412;18;15700;15245,125
20150412;19;16300;15608,500
20150412;20;18200;16871,000
20150412;21;18300;17855,625
20150412;22;17500;16921,625
20150412;23;16500;15945,000
20150412;24;15300;14819,075
20150413;1;14100;14082,125
20150413;2;13700;13596,875
20150413;3;13500;13572,225
20150413;4;13700;13617,825
20150413;5;14100;14025,750
20150413;6;15200;14630,175
20150413;7;18600;17254,550
20150413;8;20200;19418,375
20150413;9;21000;20460,925
20150413;10;21100;20682,200
20150413;11;21300;20602,550
20150413;12;21400;20783,575
20150413;13;21500;20960,250
20150413;14;21600;20824,325
20150413;15;21300;20396,975
20150413;16;20800;20199,725
20150413;17;20500;19923,100
20150413;18;20200;19620,350
20150413;19;20500;19744,375
20150413;20;21800;20740,050
20150413;21;22100;21524,950
20150413;22;20700;20043,500
20150413;23;19100;18614,100
20150413;24;17500;17200,200
20150414;1;-;16076,300
20150414;2;-;15529,950
20150414;3;-;15297,300
20150414;4;-;15301,400
20150414;5;-;15665,000
20150414;6;-;15941,925
20150414;7;-;18159,775
20150414;8;-;19969,275
20150414;9;-;20835,925
20150414;10;-;20954,175
20150414;11;-;20938,025
20150414;12;-;21055,250
20150414;13;-;20999,175
20150414;14;-;20808,575
20150414;15;-;20580,825
20150414;16;-;20361,275
20150414;17;-;20146,575
20150414;18;-;19884,200
20150414;19;-;20081,175
20150414;20;-;20987,025
20150414;21;-;21769,225
20150414;22;-;20176,875
20150414;23;-;18591,750
20150414;24;-;17157,575
20150415;1;16450;16154,050
20150415;2;15750;15549,875
20150415;3;15350;15387,050
20150415;4;15400;15415,650
20150415;5;15800;15749,750
20150415;6;16100;15944,175
20150415;7;19000;18193,075
20150415;8;20700;20071,475
20150415;9;21300;20903,500
20150415;10;21400;21045,325
20150415;11;21500;20950,750
20150415;12;21600;21073,750
20150415;13;21550;20859,225
20150415;14;21700;20780,950
20150415;15;21300;20684,450
20150415;16;20900;20450,525
20150415;17;20500;20079,025
