Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20200202;1;15800;15597,813
20200202;2;15100;15003,475
20200202;3;14800;14677,138
20200202;4;14600;14553,350
20200202;5;14600;14439,025
20200202;6;14800;14621,575
20200202;7;15400;15060,800
20200202;8;15700;15241,313
20200202;9;16600;16013,663
20200202;10;17400;16844,325
20200202;11;17900;17322,825
20200202;12;18000;17644,613
20200202;13;18100;17750,500
20200202;14;18300;18023,425
20200202;15;18000;17690,813
20200202;16;17800;17465,500
20200202;17;18900;17929,850
20200202;18;19200;19009,238
20200202;19;19400;19106,600
20200202;20;19400;19253,363
20200202;21;19100;18936,500
20200202;22;18200;18170,013
20200202;23;17500;17545,900
20200202;24;16400;16555,975
20200203;1;15700;15739,363
20200203;2;15300;15360,575
20200203;3;15200;15123,775
20200203;4;15400;15194,613
20200203;5;16000;15669,113
20200203;6;17600;16774,050
20200203;7;21700;19958,413
20200203;8;23400;22096,238
20200203;9;24300;23147,638
20200203;10;24300;23479,488
20200203;11;24500;23424,363
20200203;12;24400;23656,725
20200203;13;24500;23713,788
20200203;14;24600;23744,150
20200203;15;24200;23444,088
20200203;16;23700;23143,100
20200203;17;24600;23447,900
20200203;18;24800;24265,650
20200203;19;24500;24003,100
20200203;20;24300;23786,625
20200203;21;23500;23022,338
20200203;22;22000;21432,338
20200203;23;20500;20019,588
20200203;24;19100;18805,388
20200204;1;18200;17782,363
20200204;2;17700;17264,963
20200204;3;17400;16930,125
20200204;4;17500;16936,600
20200204;5;18000;17206,975
20200204;6;19400;18166,075
20200204;7;22600;20757,963
20200204;8;23700;22570,138
20200204;9;24500;23496,563
20200204;10;24500;23843,363
20200204;11;24500;23767,200
20200204;12;24600;24026,863
20200204;13;24800;23994,575
20200204;14;24800;24096,638
20200204;15;24300;23687,375
20200204;16;24000;23509,188
20200204;17;24900;23672,488
20200204;18;25000;24413,313
20200204;19;24600;24122,950
20200204;20;24500;24017,375
20200204;21;23800;23381,463
20200204;22;22100;21839,163
20200204;23;20700;20275,063
20200204;24;19400;19097,550
20200205;1;18200;18134,800
20200205;2;17700;17476,425
20200205;3;17400;17059,713
20200205;4;17400;17097,750
20200205;5;18000;17476,925
20200205;6;19300;18322,713
20200205;7;22400;20999,888
20200205;8;23700;22639,125
20200205;9;24500;23581,413
20200205;10;24600;23800,050
20200205;11;24600;23376,538
20200205;12;24600;23373,125
20200205;13;24500;23332,675
20200205;14;24600;23420,763
