Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20160401;1;16400;16438,938
20160401;2;15600;15786,000
20160401;3;15400;15541,188
20160401;4;15600;15532,338
20160401;5;16200;15760,125
20160401;6;16900;16366,925
20160401;7;19600;18335,050
20160401;8;21000;20273,925
20160401;9;21700;21414,163
20160401;10;21700;21755,650
20160401;11;21800;21655,838
20160401;12;21900;21794,150
20160401;13;21900;21845,850
20160401;14;22100;21801,613
20160401;15;21700;21243,225
20160401;16;21200;20916,763
20160401;17;20800;20398,938
20160401;18;20700;20101,400
20160401;19;20900;19963,813
20160401;20;22400;21033,013
20160401;21;22400;21750,963
20160401;22;21000;20415,375
20160401;23;19800;18940,138
20160401;24;18100;17674,950
20160402;1;16300;16685,075
20160402;2;15600;16008,725
20160402;3;15300;15529,163
20160402;4;15100;15440,838
20160402;5;15100;15503,275
20160402;6;14900;15489,038
20160402;7;16100;15782,013
20160402;8;17700;17027,125
20160402;9;18800;18315,213
20160402;10;19200;19127,388
20160402;11;19400;19313,375
20160402;12;19300;19281,963
20160402;13;19200;18926,863
20160402;14;19100;18541,175
20160402;15;18400;17874,738
20160402;16;18000;17385,375
20160402;17;17600;17107,413
20160402;18;17600;16984,450
20160402;19;17900;17146,613
20160402;20;19400;18298,588
20160402;21;19600;19198,463
20160402;22;18500;18101,500
20160402;23;17300;16816,375
20160402;24;15800;15727,963
20160403;1;14800;14626,250
20160403;2;14000;14021,138
20160403;3;13700;13700,900
20160403;4;13500;13508,975
20160403;5;13400;13558,513
20160403;6;13300;13499,500
20160403;7;13500;13320,475
20160403;8;14500;14117,613
20160403;9;15500;15180,300
20160403;10;16300;16054,875
20160403;11;16700;16382,475
20160403;12;16800;16504,988
20160403;13;16900;16381,800
20160403;14;16800;16335,838
20160403;15;16400;15998,600
20160403;16;16000;15595,463
20160403;17;15800;15323,713
20160403;18;15900;15435,825
20160403;19;16400;15914,038
20160403;20;18400;17321,225
20160403;21;18400;17989,163
20160403;22;17600;17089,650
20160403;23;16700;16049,963
20160403;24;15400;14978,963
20160404;1;14400;14125,725
20160404;2;13900;13762,075
20160404;3;13800;13576,188
20160404;4;14000;13670,475
20160404;5;14500;13992,650
20160404;6;15500;14827,350
20160404;7;18500;17236,800
20160404;8;20200;19467,188
20160404;9;21000;20696,375
20160404;10;21200;20997,725
20160404;11;21400;20725,063
20160404;12;21500;20801,750
20160404;13;21700;20869,300
20160404;14;21700;20866,813
20160404;15;21300;20390,663
20160404;16;20900;20109,600
20160404;17;20400;19803,450
20160404;18;20100;19493,888
20160404;19;20300;19468,950
20160404;20;22100;20760,025
20160404;21;22100;21638,788
20160404;22;20600;20097,163
20160404;23;19000;18239,800
20160404;24;17400;16866,675
20160405;1;16400;15809,200
20160405;2;15800;15268,288
20160405;3;15500;14968,550
20160405;4;15700;15051,263
20160405;5;16000;15203,413
20160405;6;16500;15771,988
20160405;7;19200;17650,363
20160405;8;20800;19637,450
20160405;9;21500;20598,713
20160405;10;21600;20808,238
20160405;11;21600;20650,625
20160405;12;21700;20855,713
20160405;13;21800;20998,288
20160405;14;21800;20952,313
20160405;15;21300;20622,725
20160405;16;20800;20329,788
20160405;17;20500;19992,013
20160405;18;20400;19643,863
20160405;19;20800;19614,013
20160405;20;22300;20894,350
20160405;21;22300;21907,363
20160405;22;20900;20227,550
20160405;23;19300;18390,138
20160405;24;17700;16925,663
20160406;1;16200;15757,863
20160406;2;15500;15204,163
20160406;3;15300;14966,675
20160406;4;15400;15022,113
20160406;5;15800;15148,213
20160406;6;16400;15605,963
20160406;7;19100;17579,350
20160406;8;20500;19578,438
20160406;9;21200;20589,275
20160406;10;21300;20889,913
20160406;11;21300;20653,388
20160406;12;21400;20967,038
20160406;13;21500;21054,650
20160406;14;21500;20887,475
20160406;15;21000;20569,413
20160406;16;20800;20432,438
20160406;17;20400;20072,388
20160406;18;20200;19812,763
